135,136,143,distance,heart_rate,timestamp
176,67,57,0.0,67,2025-07-15 16:06:13+00:00
176,67,57,0.0,67,2025-07-15 16:06:14+00:00
176,68,57,0.0,68,2025-07-15 16:06:15+00:00
176,71,57,0.0,71,2025-07-15 16:06:16+00:00
135,77,57,0.0,77,2025-07-15 16:06:17+00:00
64,86,57,0.0,86,2025-07-15 16:06:18+00:00
69,88,57,0.0,88,2025-07-15 16:06:19+00:00
83,87,57,0.0,87,2025-07-15 16:06:21+00:00
70,82,57,0.0,82,2025-07-15 16:06:23+00:00
33,73,57,0.0,73,2025-07-15 16:06:24+00:00
14,70,57,0.0,70,2025-07-15 16:06:25+00:00
14,70,57,0.0,70,2025-07-15 16:06:26+00:00
17,69,57,0.0,69,2025-07-15 16:06:30+00:00
17,68,57,0.0,68,2025-07-15 16:06:31+00:00
23,67,57,0.0,67,2025-07-15 16:06:33+00:00
32,68,57,0.0,68,2025-07-15 16:06:34+00:00
39,69,57,0.0,69,2025-07-15 16:06:35+00:00
42,72,57,0.0,72,2025-07-15 16:06:36+00:00
47,73,57,0.0,73,2025-07-15 16:06:37+00:00
46,75,57,0.0,75,2025-07-15 16:06:38+00:00
42,77,57,0.0,77,2025-07-15 16:06:39+00:00
32,79,57,0.0,79,2025-07-15 16:06:40+00:00
21,80,57,0.0,80,2025-07-15 16:06:41+00:00
38,81,57,0.0,81,2025-07-15 16:06:50+00:00
47,82,57,0.0,82,2025-07-15 16:06:54+00:00
52,83,57,0.0,83,2025-07-15 16:06:55+00:00
50,84,57,0.0,84,2025-07-15 16:06:58+00:00
69,85,57,0.0,85,2025-07-15 16:07:01+00:00
78,86,57,0.0,86,2025-07-15 16:07:03+00:00
65,85,57,0.0,85,2025-07-15 16:07:07+00:00
59,84,57,0.0,84,2025-07-15 16:07:08+00:00
64,85,57,0.0,85,2025-07-15 16:07:09+00:00
66,86,57,0.0,86,2025-07-15 16:07:10+00:00
40,87,57,0.0,87,2025-07-15 16:07:11+00:00
20,86,57,0.0,86,2025-07-15 16:07:13+00:00
21,85,57,0.0,85,2025-07-15 16:07:14+00:00
28,86,57,0.0,86,2025-07-15 16:07:15+00:00
7,89,57,0.0,89,2025-07-15 16:07:19+00:00
2,90,57,0.0,90,2025-07-15 16:07:20+00:00
2,89,57,0.0,89,2025-07-15 16:07:21+00:00
2,88,57,0.0,88,2025-07-15 16:07:24+00:00
5,89,57,0.0,89,2025-07-15 16:07:27+00:00
13,88,57,0.0,88,2025-07-15 16:07:28+00:00
20,89,57,0.0,89,2025-07-15 16:07:29+00:00
24,90,57,0.0,90,2025-07-15 16:07:30+00:00
19,94,57,0.0,94,2025-07-15 16:07:31+00:00
10,98,57,0.0,98,2025-07-15 16:07:32+00:00
5,101,57,0.0,101,2025-07-15 16:07:33+00:00
4,102,57,0.0,102,2025-07-15 16:07:34+00:00
4,103,57,0.0,103,2025-07-15 16:07:35+00:00
4,104,57,0.0,104,2025-07-15 16:07:42+00:00
32,105,57,0.0,105,2025-07-15 16:07:46+00:00
11,102,57,0.0,102,2025-07-15 16:07:51+00:00
4,100,57,0.0,100,2025-07-15 16:07:52+00:00
7,101,57,0.0,101,2025-07-15 16:07:59+00:00
6,100,57,0.0,100,2025-07-15 16:08:00+00:00
4,101,57,0.0,101,2025-07-15 16:08:01+00:00
16,100,57,0.0,100,2025-07-15 16:08:06+00:00
2,99,57,0.0,99,2025-07-15 16:08:08+00:00
2,99,57,0.0,99,2025-07-15 16:08:10+00:00
3,102,57,0.0,102,2025-07-15 16:08:11+00:00
5,103,57,0.0,103,2025-07-15 16:08:12+00:00
18,101,57,0.0,101,2025-07-15 16:08:17+00:00
12,95,57,0.0,95,2025-07-15 16:08:18+00:00
9,92,57,0.0,92,2025-07-15 16:08:19+00:00
9,92,57,0.0,92,2025-07-15 16:08:20+00:00
19,94,57,0.0,94,2025-07-15 16:08:21+00:00
22,96,57,0.0,96,2025-07-15 16:08:22+00:00
29,95,57,0.0,95,2025-07-15 16:08:23+00:00
40,93,57,0.0,93,2025-07-15 16:08:25+00:00
43,92,57,0.0,92,2025-07-15 16:08:26+00:00
35,90,57,0.0,90,2025-07-15 16:08:27+00:00
39,88,57,0.0,88,2025-07-15 16:08:29+00:00
33,87,57,0.0,87,2025-07-15 16:08:30+00:00
12,84,57,0.0,84,2025-07-15 16:08:31+00:00
3,82,57,0.0,82,2025-07-15 16:08:32+00:00
1,83,57,0.0,83,2025-07-15 16:08:34+00:00
2,82,57,0.0,82,2025-07-15 16:08:39+00:00
1,80,57,0.0,80,2025-07-15 16:08:41+00:00
1,79,57,0.0,79,2025-07-15 16:08:42+00:00
0,77,57,0.0,77,2025-07-15 16:08:43+00:00
0,75,57,0.0,75,2025-07-15 16:08:44+00:00
0,74,57,0.0,74,2025-07-15 16:08:46+00:00
1,75,57,0.0,75,2025-07-15 16:08:49+00:00
1,74,57,0.0,74,2025-07-15 16:08:50+00:00
2,73,57,0.0,73,2025-07-15 16:08:52+00:00
5,72,57,0.0,72,2025-07-15 16:08:53+00:00
14,71,57,0.0,71,2025-07-15 16:08:56+00:00
19,70,57,0.0,70,2025-07-15 16:08:57+00:00
21,69,57,0.0,69,2025-07-15 16:08:58+00:00
18,67,57,0.0,67,2025-07-15 16:08:59+00:00
13,66,57,0.0,66,2025-07-15 16:09:00+00:00
10,64,57,0.0,64,2025-07-15 16:09:01+00:00
7,63,57,0.0,63,2025-07-15 16:09:04+00:00
6,62,57,0.0,62,2025-07-15 16:09:05+00:00
7,61,57,0.0,61,2025-07-15 16:09:09+00:00
6,62,57,0.0,62,2025-07-15 16:09:10+00:00
4,63,57,0.0,63,2025-07-15 16:09:11+00:00
4,64,57,0.0,64,2025-07-15 16:09:13+00:00
9,65,57,0.0,65,2025-07-15 16:09:15+00:00
32,66,57,0.0,66,2025-07-15 16:09:18+00:00
39,67,57,0.0,67,2025-07-15 16:09:19+00:00
45,68,57,0.0,68,2025-07-15 16:09:20+00:00
36,66,57,0.0,66,2025-07-15 16:09:23+00:00
31,65,57,0.0,65,2025-07-15 16:09:24+00:00
44,64,57,0.0,64,2025-07-15 16:09:26+00:00
49,65,57,0.0,65,2025-07-15 16:09:27+00:00
53,66,57,0.0,66,2025-07-15 16:09:28+00:00
57,68,57,0.0,68,2025-07-15 16:09:30+00:00
50,72,57,0.0,72,2025-07-15 16:09:31+00:00
