107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,5,104,75,0,655.33,0.44,94.0,1.959,0.0,104,543646754,222632516,2025-03-08 08:51:40+00:00
1,7,104,75,50,655.33,8.09,92.60000000000002,0.0,0.0,104,543646867,222631321,2025-03-08 08:51:44+00:00
1,15,107,75,81,0.0,18.3,93.0,2.501,0.5,107,543647284,222629901,2025-03-08 08:51:48+00:00
1,11,111,75,83,0.0,23.82,93.0,2.594,0.5,111,543647509,222629175,2025-03-08 08:51:50+00:00
1,5,115,75,83,0.0,29.02,93.20000000000005,2.753,0.5,115,543647719,222628440,2025-03-08 08:51:52+00:00
1,5,117,75,84,0.0,31.77,93.39999999999998,2.678,0.0,117,543647820,222628015,2025-03-08 08:51:53+00:00
1,6,120,75,84,0.0,37.24,93.20000000000005,2.538,0.0,120,543648002,222627261,2025-03-08 08:51:55+00:00
1,8,123,75,84,0.0,45.4,93.0,2.79,0.5,123,543648402,222626130,2025-03-08 08:51:58+00:00
1,2,119,75,83,0.0,48.15,92.60000000000002,2.734,0.5,119,543648547,222625755,2025-03-08 08:51:59+00:00
1,1,119,75,83,0.0,55.06,93.0,2.641,0.5,119,543648829,222624814,2025-03-08 08:52:02+00:00
1,1,122,75,83,0.0,62.9,92.39999999999998,2.557,0.0,122,543649187,222623686,2025-03-08 08:52:05+00:00
1,2,123,75,84,0.0,66.04,92.20000000000005,2.557,0.0,123,543649362,222623238,2025-03-08 08:52:06+00:00
1,3,125,75,84,0.0,73.85,92.20000000000005,2.585,0.5,125,543649665,222622188,2025-03-08 08:52:09+00:00
1,4,128,75,84,0.0,84.58,92.79999999999995,2.622,0.5,128,543650142,222620708,2025-03-08 08:52:13+00:00
1,4,131,75,84,0.0,91.94,92.79999999999995,2.594,0.0,131,543650487,222619663,2025-03-08 08:52:16+00:00
1,3,132,75,84,0.0,94.16,93.0,2.575,0.5,132,543650512,222619378,2025-03-08 08:52:17+00:00
1,2,134,75,84,0.0,101.95,93.0,2.575,0.5,134,543650915,222618269,2025-03-08 08:52:20+00:00
1,1,135,75,84,0.0,112.56,93.60000000000002,2.594,0.5,135,543651355,222616879,2025-03-08 08:52:24+00:00
1,2,136,75,86,0.0,120.32,93.39999999999998,2.603,0.0,136,543651779,222615793,2025-03-08 08:52:27+00:00
1,1,139,75,86,0.0,125.8,93.39999999999998,2.603,0.0,139,543651958,222615040,2025-03-08 08:52:29+00:00
1,1,141,75,85,0.0,131.25,93.39999999999998,2.603,0.5,141,543652265,222614315,2025-03-08 08:52:31+00:00
1,1,141,75,86,0.0,142.32,93.60000000000002,2.631,0.5,141,543652814,222612775,2025-03-08 08:52:35+00:00
1,1,141,75,86,0.0,153.01,93.60000000000002,2.631,0.0,141,543653205,222611259,2025-03-08 08:52:39+00:00
1,1,143,75,85,0.0,165.72,94.20000000000005,2.631,0.5,143,543653773,222609451,2025-03-08 08:52:44+00:00
1,1,143,75,85,0.0,176.51,94.0,2.631,0.0,143,543654237,222608001,2025-03-08 08:52:48+00:00
1,1,144,75,86,0.0,185.27,94.0,2.641,0.0,144,543654678,222606756,2025-03-08 08:52:51+00:00
1,1,144,75,85,0.0,193.06,93.79999999999995,2.659,0.5,144,543654985,222605683,2025-03-08 08:52:54+00:00
1,2,146,75,86,0.0,203.67,93.60000000000002,2.65,0.0,146,543655442,222604176,2025-03-08 08:52:58+00:00
1,5,147,75,85,0.0,213.62,92.79999999999995,2.641,0.5,147,543655749,222602787,2025-03-08 08:53:02+00:00
1,7,148,75,85,0.0,221.53,92.60000000000002,2.641,0.5,148,543656099,222601613,2025-03-08 08:53:05+00:00
1,10,149,75,86,0.0,234.84,93.0,2.641,0.0,149,543656710,222599780,2025-03-08 08:53:10+00:00
1,10,149,75,85,0.0,245.51,92.60000000000002,2.641,0.5,149,543657141,222598346,2025-03-08 08:53:14+00:00
1,2,150,75,85,0.0,253.61,93.20000000000005,2.641,0.5,150,543657475,222597168,2025-03-08 08:53:17+00:00
1,2,151,75,86,0.0,263.71,92.79999999999995,2.631,0.0,151,543657831,222595765,2025-03-08 08:53:21+00:00
1,2,151,75,86,0.0,271.65,93.0,2.641,0.0,151,543658199,222594658,2025-03-08 08:53:24+00:00
1,4,152,75,85,0.0,283.23,93.0,2.613,0.5,152,543658800,222593007,2025-03-08 08:53:29+00:00
1,4,152,75,86,0.0,291.08,92.20000000000005,2.603,0.0,152,543659121,222591920,2025-03-08 08:53:32+00:00
1,10,153,75,84,0.0,301.93,92.39999999999998,2.594,0.5,153,543659665,222590466,2025-03-08 08:53:36+00:00
1,10,153,75,84,0.0,314.8,92.60000000000002,2.594,0.0,153,543660220,222588631,2025-03-08 08:53:41+00:00
1,10,153,75,85,0.0,324.88,92.20000000000005,2.594,0.0,153,543660619,222587302,2025-03-08 08:53:45+00:00
1,10,153,75,84,0.0,332.27,92.60000000000002,2.594,0.5,153,543660982,222586209,2025-03-08 08:53:48+00:00
1,21,154,75,84,0.0,343.5,92.79999999999995,2.585,0.5,154,543661468,222584735,2025-03-08 08:53:52+00:00
1,22,153,75,86,0.0,351.32,92.60000000000002,2.594,0.0,153,543661833,222583608,2025-03-08 08:53:55+00:00
1,22,154,75,86,0.0,365.2,92.20000000000005,2.613,0.5,154,543662396,222581632,2025-03-08 08:54:00+00:00
1,26,155,74,86,0.0,372.32,91.79999999999995,2.613,0.5,155,543662641,222580627,2025-03-08 08:54:03+00:00
1,26,155,74,86,0.0,384.47,91.79999999999995,2.594,0.0,155,543663153,222578889,2025-03-08 08:54:08+00:00
1,23,156,74,85,0.0,395.85,91.60000000000002,2.594,0.5,156,543663761,222577357,2025-03-08 08:54:12+00:00
1,13,157,74,85,0.0,403.85,92.20000000000005,2.603,0.5,157,543664042,222576276,2025-03-08 08:54:15+00:00
1,12,156,74,86,0.0,414.25,91.79999999999995,2.613,0.0,156,543664489,222574793,2025-03-08 08:54:19+00:00
1,11,156,74,85,0.0,421.8,91.79999999999995,2.603,0.5,156,543664701,222573711,2025-03-08 08:54:22+00:00
1,8,157,74,86,0.0,433.27,92.0,2.613,0.5,157,543665183,222572036,2025-03-08 08:54:26+00:00
1,8,157,74,86,0.0,441.1,91.79999999999995,2.622,0.0,157,543665507,222570993,2025-03-08 08:54:29+00:00
1,14,157,74,85,0.0,451.88,91.79999999999995,2.631,0.5,157,543666014,222569439,2025-03-08 08:54:33+00:00
1,14,157,74,84,0.0,459.66,91.79999999999995,2.631,0.5,157,543666376,222568400,2025-03-08 08:54:36+00:00
1,19,158,74,84,0.0,470.87,92.79999999999995,2.641,0.0,158,543666853,222566786,2025-03-08 08:54:40+00:00
1,12,159,74,85,0.0,481.59,93.0,2.659,0.0,159,543667400,222565479,2025-03-08 08:54:44+00:00
1,6,160,74,84,0.0,489.28,93.20000000000005,2.659,0.5,160,543667835,222564396,2025-03-08 08:54:47+00:00
1,1,159,74,85,0.03,503.19,94.0,2.659,0.0,159,543668619,222562568,2025-03-08 08:54:52+00:00
1,2,160,74,86,0.03,511.41,93.79999999999995,2.669,0.0,160,543669052,222561584,2025-03-08 08:54:55+00:00
1,2,160,74,86,0.03,525.04,93.79999999999995,2.678,0.5,160,543669816,222559879,2025-03-08 08:55:00+00:00
1,2,160,74,86,0.03,534.53,93.39999999999998,2.659,0.0,160,543670503,222558677,2025-03-08 08:55:04+00:00
1,2,160,74,87,0.03,542.27,93.79999999999995,2.659,0.0,160,543670984,222557795,2025-03-08 08:55:07+00:00
1,2,160,74,86,0.03,549.81,93.39999999999998,2.65,0.0,160,543671577,222556855,2025-03-08 08:55:10+00:00
1,6,160,74,85,0.03,561.22,94.20000000000005,2.659,0.5,160,543672250,222555479,2025-03-08 08:55:14+00:00
