107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,55,91,73,0,0.0,0.0,99.20000000000005,0.0,0.0,91,543646324,222633450,2025-03-31 12:47:56+00:00
1,60,91,73,0,655.16,0.64,94.20000000000005,0.0,0.0,91,543646072,222633037,2025-03-31 12:47:57+00:00
1,62,92,73,0,655.33,9.23,94.60000000000002,3.639,0.0,92,543646555,222632019,2025-03-31 12:48:00+00:00
1,49,95,73,0,0.1,16.64,94.79999999999995,2.491,0.0,95,543646954,222631043,2025-03-31 12:48:03+00:00
1,49,96,73,82,655.32,19.59,94.79999999999995,2.491,0.0,96,543647072,222630639,2025-03-31 12:48:04+00:00
1,43,100,73,83,654.39,24.35,95.39999999999998,2.491,0.5,100,543647302,222630004,2025-03-31 12:48:06+00:00
1,38,104,73,83,0.23,29.48,95.79999999999995,2.482,0.5,104,543647564,222629300,2025-03-31 12:48:08+00:00
1,36,107,73,83,655.32,31.7,95.20000000000005,2.501,0.5,107,543647634,222629009,2025-03-31 12:48:09+00:00
1,23,110,73,83,655.32,36.63,94.79999999999995,2.473,0.5,110,543647833,222628326,2025-03-31 12:48:11+00:00
1,21,111,73,83,655.32,39.65,94.60000000000002,2.407,0.5,111,543647997,222627851,2025-03-31 12:48:12+00:00
1,3,114,73,82,655.33,47.37,94.39999999999998,2.557,0.5,114,543648304,222626745,2025-03-31 12:48:15+00:00
1,2,115,73,83,655.32,49.48,94.39999999999998,2.557,0.0,115,543648367,222626478,2025-03-31 12:48:16+00:00
1,3,118,73,82,655.3,56.84,94.79999999999995,2.519,0.5,118,543648646,222625484,2025-03-31 12:48:19+00:00
1,3,118,73,81,655.32,59.48,95.0,2.519,0.5,118,543648805,222625079,2025-03-31 12:48:20+00:00
1,3,121,73,81,655.32,69.21,94.79999999999995,2.501,0.5,121,543649323,222623826,2025-03-31 12:48:24+00:00
1,2,124,73,84,655.32,80.19,94.79999999999995,2.547,0.0,124,543649815,222622247,2025-03-31 12:48:28+00:00
1,2,127,73,83,655.33,87.61,95.0,2.547,0.5,127,543650108,222621214,2025-03-31 12:48:31+00:00
1,1,130,73,84,2.7,95.4,95.39999999999998,2.547,0.5,130,543650450,222620162,2025-03-31 12:48:34+00:00
1,1,131,73,84,2.7,98.75,95.39999999999998,2.547,0.5,131,543650583,222619673,2025-03-31 12:48:35+00:00
1,1,132,73,85,2.68,108.47,95.20000000000005,2.585,0.0,132,543651004,222618395,2025-03-31 12:48:39+00:00
1,1,133,73,83,2.52,114.95,94.39999999999998,2.594,0.5,133,543651296,222617455,2025-03-31 12:48:42+00:00
1,1,134,73,84,2.73,124.75,94.0,2.538,0.5,134,543651791,222616161,2025-03-31 12:48:46+00:00
1,1,134,73,86,2.63,135.72,94.20000000000005,2.529,0.0,134,543652259,222614524,2025-03-31 12:48:50+00:00
1,1,134,73,84,655.29,143.14,94.20000000000005,2.538,0.5,134,543652516,222613524,2025-03-31 12:48:53+00:00
1,1,135,73,84,655.33,153.47,94.0,2.529,0.5,135,543652936,222612076,2025-03-31 12:48:57+00:00
1,1,136,73,84,655.33,163.73,93.79999999999995,2.538,0.0,136,543653387,222610671,2025-03-31 12:49:01+00:00
1,1,137,73,84,655.32,174.0,93.20000000000005,2.538,0.5,137,543653879,222609211,2025-03-31 12:49:05+00:00
1,1,138,73,84,655.32,181.16,93.0,2.529,0.5,138,543654181,222608214,2025-03-31 12:49:08+00:00
1,1,139,73,84,655.32,191.91,92.79999999999995,2.538,0.0,139,543654610,222606714,2025-03-31 12:49:12+00:00
1,0,140,73,83,0.0,205.16,92.60000000000002,2.538,0.5,140,543655204,222604841,2025-03-31 12:49:17+00:00
1,1,141,73,84,655.3,215.04,92.20000000000005,2.547,0.5,141,543655599,222603521,2025-03-31 12:49:21+00:00
1,1,143,73,85,655.3,223.08,92.20000000000005,2.547,0.0,143,543655999,222602413,2025-03-31 12:49:24+00:00
1,1,144,73,85,655.31,235.25,92.39999999999998,2.547,0.5,144,543656571,222600684,2025-03-31 12:49:29+00:00
1,1,144,73,85,655.31,244.87,92.39999999999998,2.538,0.0,144,543656925,222599347,2025-03-31 12:49:33+00:00
1,2,145,73,85,655.31,253.57,92.20000000000005,2.538,0.0,145,543657348,222598111,2025-03-31 12:49:36+00:00
1,2,146,73,85,655.31,266.85,92.0,2.575,0.5,146,543657889,222596272,2025-03-31 12:49:41+00:00
1,2,146,73,86,2.77,273.5,91.79999999999995,2.557,0.0,146,543658138,222595327,2025-03-31 12:49:44+00:00
1,2,146,73,86,655.29,286.55,92.0,2.557,0.0,146,543658668,222593528,2025-03-31 12:49:49+00:00
1,2,146,73,86,655.31,295.06,91.79999999999995,2.557,0.5,146,543659075,222592332,2025-03-31 12:49:52+00:00
1,2,146,73,86,655.31,307.59,92.0,2.566,0.0,146,543659689,222590603,2025-03-31 12:49:57+00:00
1,1,147,72,85,655.33,317.52,91.79999999999995,2.557,0.5,147,543660109,222589256,2025-03-31 12:50:01+00:00
1,1,147,72,85,655.33,325.32,91.60000000000002,2.557,0.5,147,543660412,222588106,2025-03-31 12:50:04+00:00
1,1,147,72,85,655.31,334.91,91.39999999999998,2.557,0.0,147,543660818,222586796,2025-03-31 12:50:08+00:00
1,1,148,72,86,655.32,342.94,91.60000000000002,2.547,0.0,148,543661158,222585637,2025-03-31 12:50:11+00:00
1,0,149,72,85,655.31,352.87,91.60000000000002,2.547,0.5,149,543661644,222584334,2025-03-31 12:50:15+00:00
1,1,150,72,85,655.31,363.24,91.60000000000002,2.538,0.5,150,543662084,222582878,2025-03-31 12:50:19+00:00
1,1,149,72,87,655.31,375.22,91.79999999999995,2.547,0.0,149,543662574,222581194,2025-03-31 12:50:24+00:00
1,1,150,72,85,655.31,382.91,91.39999999999998,2.529,0.5,150,543662894,222580101,2025-03-31 12:50:27+00:00
1,2,152,72,86,655.31,393.13,91.60000000000002,2.529,0.0,152,543663321,222578709,2025-03-31 12:50:31+00:00
1,2,152,72,87,655.31,400.76,91.39999999999998,2.529,0.0,152,543663652,222577617,2025-03-31 12:50:34+00:00
1,2,152,72,85,655.29,410.91,92.0,2.529,0.5,152,543664056,222576160,2025-03-31 12:50:38+00:00
1,4,153,72,86,655.3,421.83,91.20000000000005,2.538,0.0,153,543664546,222574606,2025-03-31 12:50:42+00:00
1,1,153,72,85,655.29,431.99,92.0,2.538,0.0,153,543664858,222573129,2025-03-31 12:50:46+00:00
1,2,154,72,84,655.31,441.81,92.20000000000005,2.547,0.5,154,543665257,222571807,2025-03-31 12:50:50+00:00
1,2,153,72,84,655.33,452.13,92.0,2.538,0.0,153,543665790,222570351,2025-03-31 12:50:54+00:00
1,1,152,72,84,2.83,459.57,91.79999999999995,2.529,0.5,152,543666109,222569361,2025-03-31 12:50:57+00:00
1,1,153,72,84,655.3,469.21,92.20000000000005,2.519,0.5,153,543666615,222567981,2025-03-31 12:51:01+00:00
1,1,153,72,85,655.31,477.71,91.39999999999998,2.519,0.5,153,543666975,222566871,2025-03-31 12:51:04+00:00
1,1,153,72,85,655.28,487.39,91.39999999999998,2.529,0.0,153,543667488,222565560,2025-03-31 12:51:08+00:00
1,1,153,72,85,655.27,497.61,91.0,2.529,0.5,153,543668002,222564289,2025-03-31 12:51:12+00:00
1,1,153,72,85,655.28,505.47,90.79999999999995,2.529,0.5,153,543668442,222563211,2025-03-31 12:51:15+00:00
1,1,154,72,85,655.32,517.59,91.0,2.519,0.0,154,543669134,222561683,2025-03-31 12:51:20+00:00
1,1,155,72,85,655.33,529.59,91.20000000000005,2.51,0.5,155,543669936,222560213,2025-03-31 12:51:25+00:00
1,1,154,72,85,655.33,537.54,91.39999999999998,2.501,0.5,154,543670418,222559280,2025-03-31 12:51:28+00:00
1,1,154,72,87,655.33,548.76,91.60000000000002,2.529,0.0,154,543671216,222557968,2025-03-31 12:51:32+00:00
1,1,153,72,85,655.33,560.51,91.60000000000002,2.529,0.5,153,543672037,222556584,2025-03-31 12:51:37+00:00
1,1,154,72,86,655.33,573.94,91.0,2.538,0.0,154,543672788,222554888,2025-03-31 12:51:42+00:00
1,1,154,72,85,655.34,586.88,91.39999999999998,2.538,0.5,154,543673527,222553230,2025-03-31 12:51:47+00:00
1,1,155,72,86,655.33,595.3,91.60000000000002,2.547,0.0,155,543674094,222552179,2025-03-31 12:51:50+00:00
1,1,155,72,86,655.3,608.26,92.20000000000005,2.566,0.0,155,543675027,222550666,2025-03-31 12:51:55+00:00
1,1,155,72,86,655.33,616.43,92.0,2.566,0.5,155,543675547,222549697,2025-03-31 12:51:58+00:00
1,1,155,72,85,655.32,626.89,92.60000000000002,2.575,0.0,155,543676164,222548344,2025-03-31 12:52:02+00:00
1,1,156,72,86,2.85,637.34,92.39999999999998,2.585,0.0,156,543676881,222547180,2025-03-31 12:52:06+00:00
