107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,16,93,85,55,0.0,1.29,82.79999999999995,1.4,0.5,93,543625331,222661152,2025-04-19 06:39:03+00:00
1,2,90,85,0,0.0,5.69,81.20000000000005,1.54,0.0,90,543625642,222660605,2025-04-19 06:39:05+00:00
1,2,92,85,0,0.0,10.65,81.39999999999998,2.613,0.0,92,543625946,222660070,2025-04-19 06:39:07+00:00
1,2,95,85,79,0.0,15.83,81.20000000000005,2.547,0.0,95,543626375,222659499,2025-04-19 06:39:09+00:00
1,1,98,85,79,0.0,20.93,81.0,2.547,0.5,98,543626775,222658944,2025-04-19 06:39:11+00:00
1,1,101,85,80,0.0,26.13,81.39999999999998,2.482,0.5,101,543627173,222658445,2025-04-19 06:39:13+00:00
1,2,102,85,81,0.0,30.53,81.60000000000002,2.566,0.5,102,543627501,222657957,2025-04-19 06:39:15+00:00
1,2,106,85,82,0.0,38.31,81.60000000000002,2.463,0.5,106,543628154,222657167,2025-04-19 06:39:18+00:00
1,3,109,85,82,0.0,40.5,81.39999999999998,2.482,0.5,109,543628302,222656920,2025-04-19 06:39:19+00:00
1,3,113,85,82,0.0,42.89,81.20000000000005,2.482,0.5,113,543628422,222656611,2025-04-19 06:39:20+00:00
1,2,118,85,83,0.0,45.61,81.39999999999998,2.454,0.5,118,543628686,222656359,2025-04-19 06:39:21+00:00
1,0,122,85,85,0.0,50.96,81.20000000000005,2.473,0.0,122,543629082,222655809,2025-04-19 06:39:23+00:00
1,0,125,85,83,0.0,58.46,81.39999999999998,2.482,0.5,125,543629750,222655109,2025-04-19 06:39:26+00:00
1,0,125,85,83,0.0,60.51,81.60000000000002,2.482,0.5,125,543629861,222654901,2025-04-19 06:39:27+00:00
1,1,126,85,82,0.0,71.04,82.39999999999998,2.473,0.5,126,543630714,222653795,2025-04-19 06:39:31+00:00
1,1,129,85,82,0.0,79.35,82.39999999999998,2.557,0.5,129,543631446,222653032,2025-04-19 06:39:34+00:00
1,1,130,85,83,0.0,81.85,82.20000000000005,2.594,0.5,130,543631606,222652787,2025-04-19 06:39:35+00:00
1,1,131,85,83,0.0,92.41,82.0,2.631,0.5,131,543632440,222651626,2025-04-19 06:39:39+00:00
1,1,133,85,83,0.0,102.58,81.60000000000002,2.603,0.5,133,543633113,222650528,2025-04-19 06:39:43+00:00
1,1,135,85,83,0.0,110.37,81.79999999999995,2.603,0.5,135,543633765,222649724,2025-04-19 06:39:46+00:00
1,1,137,85,83,0.0,118.78,82.60000000000002,2.603,0.5,137,543634455,222648832,2025-04-19 06:39:49+00:00
1,1,140,85,84,0.0,128.88,82.79999999999995,2.622,0.0,140,543635216,222647827,2025-04-19 06:39:53+00:00
1,1,143,85,84,0.0,138.97,83.0,2.603,0.5,143,543636113,222646828,2025-04-19 06:39:57+00:00
1,1,144,85,83,0.0,146.12,83.39999999999998,2.594,0.5,144,543636608,222646052,2025-04-19 06:40:00+00:00
1,1,144,85,85,0.0,156.72,83.79999999999995,2.585,0.0,144,543637542,222645020,2025-04-19 06:40:04+00:00
1,1,145,85,83,0.0,167.78,83.79999999999995,2.594,0.5,145,543638398,222643997,2025-04-19 06:40:08+00:00
1,1,145,85,83,0.0,175.74,83.20000000000005,2.613,0.0,145,543638974,222643062,2025-04-19 06:40:11+00:00
1,1,145,85,85,0.0,186.05,83.60000000000002,2.613,0.0,145,543639765,222642017,2025-04-19 06:40:15+00:00
1,1,146,85,83,0.0,196.24,83.39999999999998,2.603,0.5,146,543640660,222641018,2025-04-19 06:40:19+00:00
1,1,147,85,85,0.0,204.05,83.39999999999998,2.603,0.0,147,543641255,222640216,2025-04-19 06:40:22+00:00
1,1,146,85,86,0.0,215.24,83.60000000000002,2.613,0.0,146,543642227,222639183,2025-04-19 06:40:26+00:00
1,1,147,85,85,0.0,222.6,83.39999999999998,2.622,0.5,147,543642800,222638445,2025-04-19 06:40:29+00:00
1,1,149,85,85,0.0,232.84,83.60000000000002,2.613,0.0,149,543643645,222637384,2025-04-19 06:40:33+00:00
1,0,151,85,85,0.0,242.9,83.79999999999995,2.622,0.0,151,543644342,222636350,2025-04-19 06:40:37+00:00
1,1,152,85,84,0.0,250.37,83.79999999999995,2.603,0.5,152,543644907,222635498,2025-04-19 06:40:40+00:00
1,1,153,85,84,0.0,260.62,84.79999999999995,2.594,0.0,153,543645689,222634403,2025-04-19 06:40:44+00:00
1,1,154,85,85,0.01,275.31,85.0,2.575,0.5,154,543646546,222632554,2025-04-19 06:40:50+00:00
1,1,154,85,84,0.0,289.67,85.0,2.538,0.0,154,543647081,222630464,2025-04-19 06:40:56+00:00
1,1,155,84,84,0.0,301.66,85.39999999999998,2.529,0.5,155,543647536,222628751,2025-04-19 06:41:01+00:00
