14,2,category,category_subtype,duration,message_index,repetitions,set_type,start_time,timestamp,weight,weight_display_unit,wkt_step_index
0,"[255, 255]","['run_indoor', 'run_indoor']","[0, 0]",300.0,0,,active,2025-09-27 12:04:48+00:00,2025-09-27 12:04:48+00:00,0.0,kilogram,0
1,"[255, 255]","['warm_up', 'warm_up']","[34, 34]",315.892,1,,active,2025-09-27 12:09:48+00:00,2025-09-27 12:04:48+00:00,0.0,kilogram,1
2,"[255, 255]","['shoulder_press', 'shoulder_press']","[24, 24]",37.603,2,12,active,2025-09-27 12:15:04+00:00,2025-09-27 12:04:48+00:00,5.0,kilogram,2
,,,,45.89,3,,rest,2025-09-27 12:15:41+00:00,2025-09-27 12:04:48+00:00,,,3
3,"[255, 255]","['shoulder_press', 'shoulder_press']","[24, 24]",34.442,4,12,active,2025-09-27 12:16:27+00:00,2025-09-27 12:04:48+00:00,5.0,kilogram,2
,,,,46.811,5,,rest,2025-09-27 12:17:02+00:00,2025-09-27 12:04:48+00:00,,,3
4,"[255, 255]","['shoulder_press', 'shoulder_press']","[24, 24]",33.925,6,12,active,2025-09-27 12:17:49+00:00,2025-09-27 12:04:48+00:00,5.0,kilogram,2
,,,,45.276,7,,rest,2025-09-27 12:18:23+00:00,2025-09-27 12:04:48+00:00,,,3
5,"[255, 255]","['shoulder_press', 'shoulder_press']","[24, 24]",41.966,8,12,active,2025-09-27 12:19:08+00:00,2025-09-27 12:04:48+00:00,5.0,kilogram,2
,,,,120.496,9,,rest,2025-09-27 12:19:50+00:00,2025-09-27 12:04:48+00:00,,,3
6,"[255, 255]","['shrug', 'shrug']","[2, 2]",57.17,10,12,active,2025-09-27 12:21:50+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,5
7,"[255, 255]","['flye', 'flye']","[2, 2]",44.189,11,15,active,2025-09-27 12:22:47+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,6
,,,,61.034,12,,rest,2025-09-27 12:23:32+00:00,2025-09-27 12:04:48+00:00,,,7
8,"[255, 255]","['shrug', 'shrug']","[2, 2]",47.298,13,12,active,2025-09-27 12:24:33+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,5
9,"[255, 255]","['flye', 'flye']","[2, 2]",36.529,14,15,active,2025-09-27 12:25:20+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,6
,,,,7.933,15,,rest,2025-09-27 12:25:57+00:00,2025-09-27 12:04:48+00:00,,,7
10,"[255, 255]","['shrug', 'shrug']","[2, 2]",103.141,16,12,active,2025-09-27 12:26:04+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,5
11,"[255, 255]","['flye', 'flye']","[2, 2]",40.338,17,15,active,2025-09-27 12:27:48+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,6
,,,,60.75,18,,rest,2025-09-27 12:28:28+00:00,2025-09-27 12:04:48+00:00,,,7
12,"[255, 255]","['shrug', 'shrug']","[2, 2]",98.004,19,12,active,2025-09-27 12:29:29+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,5
13,"[255, 255]","['flye', 'flye']","[2, 2]",5.798,20,15,active,2025-09-27 12:31:07+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,6
,,,,90.689,21,,rest,2025-09-27 12:31:12+00:00,2025-09-27 12:04:48+00:00,,,7
14,"[255, 255]","['push_up', 'push_up']","[77, 77]",33.358,22,10,active,2025-09-27 12:32:43+00:00,2025-09-27 12:04:48+00:00,,kilogram,9
,,,,45.409,23,,rest,2025-09-27 12:33:17+00:00,2025-09-27 12:04:48+00:00,,,10
15,"[255, 255]","['push_up', 'push_up']","[77, 77]",26.508,24,10,active,2025-09-27 12:34:02+00:00,2025-09-27 12:04:48+00:00,,kilogram,9
,,,,45.417,25,,rest,2025-09-27 12:34:28+00:00,2025-09-27 12:04:48+00:00,,,10
16,"[255, 255]","['push_up', 'push_up']","[77, 77]",27.409,26,10,active,2025-09-27 12:35:14+00:00,2025-09-27 12:04:48+00:00,,kilogram,9
,,,,238.14,27,,rest,2025-09-27 12:35:41+00:00,2025-09-27 12:04:48+00:00,,,10
17,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",56.999,28,12,active,2025-09-27 12:39:39+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,12
18,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",77.687,29,12,active,2025-09-27 12:40:36+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,13
,,,,60.351,30,,rest,2025-09-27 12:41:54+00:00,2025-09-27 12:04:48+00:00,,,14
19,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",66.952,31,12,active,2025-09-27 12:42:54+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,12
20,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",49.293,32,12,active,2025-09-27 12:44:01+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,13
,,,,60.071,33,,rest,2025-09-27 12:44:51+00:00,2025-09-27 12:04:48+00:00,,,14
21,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",50.664,34,10,active,2025-09-27 12:45:51+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,12
22,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",44.329,35,12,active,2025-09-27 12:46:41+00:00,2025-09-27 12:04:48+00:00,10.0,kilogram,13
,,,,240.706,36,,rest,2025-09-27 12:47:26+00:00,2025-09-27 12:04:48+00:00,,,14
23,"[255, 255]","['flye', 'flye']","[5, 5]",71.89,37,15,active,2025-09-27 12:51:26+00:00,2025-09-27 12:04:48+00:00,7.5,kilogram,16
