107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,57,108,75,0,0.0,0.96,86.20000000000005,2.081,0.0,108,543648758,222625339,2025-02-08 09:13:27+00:00
1,33,101,75,0,,0.96,88.39999999999998,2.062,0.0,101,543648745,222625088,2025-02-08 09:13:29+00:00
1,19,99,75,0,,7.59,93.0,1.922,0.0,99,543648864,222624034,2025-02-08 09:13:32+00:00
1,10,102,75,80,4.72,18.37,92.20000000000005,2.846,0.5,102,543649336,222622530,2025-02-08 09:13:36+00:00
1,18,104,75,83,0.0,26.18,90.0,2.818,0.5,104,543649838,222621573,2025-02-08 09:13:39+00:00
1,22,108,75,85,3.99,33.35,88.79999999999995,2.613,0.0,108,543650302,222620697,2025-02-08 09:13:42+00:00
1,19,113,75,85,0.0,39.0,88.0,2.594,0.0,113,543650619,222619954,2025-02-08 09:13:44+00:00
1,17,116,75,84,655.31,44.37,87.0,2.594,0.0,116,543650972,222619303,2025-02-08 09:13:46+00:00
1,12,119,75,83,0.0,47.15,86.60000000000002,2.603,0.5,119,543651091,222618954,2025-02-08 09:13:47+00:00
1,6,123,75,83,0.0,52.83,84.79999999999995,2.631,0.5,123,543651330,222618217,2025-02-08 09:13:49+00:00
1,1,127,75,83,0.0,60.05,83.39999999999998,2.641,0.5,127,543651607,222617193,2025-02-08 09:13:52+00:00
1,1,130,75,84,0.0,65.78,83.20000000000005,2.631,0.0,130,543651842,222616367,2025-02-08 09:13:54+00:00
1,1,131,75,84,0.0,73.02,83.20000000000005,2.687,0.5,131,543652111,222615369,2025-02-08 09:13:57+00:00
1,1,131,75,84,,75.54,83.60000000000002,2.687,0.5,131,543652302,222615022,2025-02-08 09:13:58+00:00
1,1,132,75,82,0.0,88.55,83.79999999999995,2.594,0.5,132,543652963,222613232,2025-02-08 09:14:03+00:00
1,1,133,75,85,0.0,97.97,81.60000000000002,2.566,0.0,133,543653357,222612002,2025-02-08 09:14:07+00:00
1,1,136,75,84,0.0,103.07,81.0,2.557,0.5,136,543653593,222611289,2025-02-08 09:14:09+00:00
1,1,136,75,83,0.0,105.59,80.20000000000005,2.547,0.5,136,543653680,222610969,2025-02-08 09:14:10+00:00
1,1,138,75,83,0.0,115.4,81.0,2.538,0.0,138,543654169,222609629,2025-02-08 09:14:14+00:00
1,1,139,75,83,0.0,127.42,80.79999999999995,2.529,0.5,139,543654664,222607923,2025-02-08 09:14:19+00:00
1,1,139,75,82,0.0,138.08,81.20000000000005,2.529,0.0,139,543655071,222606363,2025-02-08 09:14:23+00:00
1,0,140,75,85,0.0,150.55,81.79999999999995,2.529,0.0,140,543655585,222604676,2025-02-08 09:14:28+00:00
1,1,141,75,84,0.0,162.51,81.60000000000002,2.51,0.5,141,543656190,222603000,2025-02-08 09:14:33+00:00
1,1,142,75,84,0.0,172.64,82.0,2.501,0.0,142,543656627,222601671,2025-02-08 09:14:37+00:00
1,1,145,75,85,0.0,181.96,81.0,2.491,0.5,145,543657034,222600337,2025-02-08 09:14:41+00:00
1,0,146,75,84,0.0,196.16,80.79999999999995,2.473,0.0,146,543657581,222598274,2025-02-08 09:14:47+00:00
1,0,147,75,85,0.0,207.02,80.60000000000002,2.473,0.5,147,543658019,222596790,2025-02-08 09:14:51+00:00
1,1,150,75,84,0.0,217.61,80.39999999999998,2.491,0.0,150,543658552,222595227,2025-02-08 09:14:55+00:00
1,1,151,75,84,0.0,220.18,80.79999999999995,2.491,0.0,151,543658647,222594912,2025-02-08 09:14:56+00:00
1,1,151,75,83,0.0,233.47,82.60000000000002,2.529,0.5,151,543659244,222593186,2025-02-08 09:15:01+00:00
1,1,152,75,85,0.0,246.07,83.79999999999995,2.519,0.0,152,543659782,222591468,2025-02-08 09:15:06+00:00
1,1,152,75,84,0.0,255.65,84.20000000000005,2.51,0.5,152,543660250,222590135,2025-02-08 09:15:10+00:00
1,1,152,75,85,0.0,264.5,84.60000000000002,2.482,0.5,152,543660626,222588841,2025-02-08 09:15:14+00:00
1,1,152,75,85,0.0,276.88,85.60000000000002,2.473,0.0,152,543661163,222587133,2025-02-08 09:15:19+00:00
1,1,154,75,84,0.0,287.77,86.20000000000005,2.463,0.5,154,543661724,222585637,2025-02-08 09:15:24+00:00
1,1,155,75,86,0.0,297.28,86.0,2.445,0.0,155,543662076,222584414,2025-02-08 09:15:28+00:00
1,1,155,75,83,0.0,307.18,85.20000000000005,2.407,0.5,155,543662540,222583008,2025-02-08 09:15:33+00:00
1,1,155,75,83,0.0,316.32,83.20000000000005,2.361,0.0,155,543662942,222581652,2025-02-08 09:15:37+00:00
1,1,155,75,85,0.0,325.74,82.39999999999998,2.361,0.0,155,543663212,222580295,2025-02-08 09:15:41+00:00
1,1,157,75,83,0.0,337.56,82.60000000000002,2.342,0.5,157,543663796,222578611,2025-02-08 09:15:46+00:00
1,1,156,75,84,0.0,350.23,82.39999999999998,2.351,0.5,156,543664338,222576812,2025-02-08 09:15:51+00:00
1,1,157,75,84,0.0,363.39,82.0,2.361,0.5,157,543664830,222574973,2025-02-08 09:15:56+00:00
1,1,157,75,84,0.0,371.85,82.20000000000005,2.37,0.0,157,543665154,222573899,2025-02-08 09:16:00+00:00
1,1,156,74,84,0.0,380.98,82.20000000000005,2.342,0.5,156,543665587,222572562,2025-02-08 09:16:04+00:00
1,1,156,74,84,36.53,390.14,82.0,2.333,0.5,156,543665981,222571273,2025-02-08 09:16:08+00:00
1,1,157,74,84,34.87,399.44,82.20000000000005,2.333,0.0,157,543666371,222569981,2025-02-08 09:16:12+00:00
1,1,157,74,84,39.46,412.8,81.60000000000002,2.342,0.5,157,543666875,222568127,2025-02-08 09:16:17+00:00
1,1,157,74,87,37.41,422.25,81.60000000000002,2.342,0.0,157,543667388,222566846,2025-02-08 09:16:21+00:00
1,1,158,74,85,36.95,432.41,80.79999999999995,2.351,0.5,158,543667848,222565411,2025-02-08 09:16:25+00:00
