135,136,143,distance,heart_rate,timestamp
33,62,72,0.0,62,2025-09-29 13:55:26+00:00
27,65,72,0.0,65,2025-09-29 13:55:27+00:00
19,67,72,0.0,67,2025-09-29 13:55:28+00:00
14,70,72,0.0,70,2025-09-29 13:55:29+00:00
6,72,72,0.0,72,2025-09-29 13:55:30+00:00
2,74,72,0.0,74,2025-09-29 13:55:31+00:00
4,75,72,0.0,75,2025-09-29 13:55:32+00:00
3,76,72,0.0,76,2025-09-29 13:55:33+00:00
7,75,72,0.0,75,2025-09-29 13:55:38+00:00
11,74,72,0.0,74,2025-09-29 13:55:40+00:00
2,71,72,0.0,71,2025-09-29 13:55:41+00:00
0,73,72,0.0,73,2025-09-29 13:55:42+00:00
0,72,72,0.0,72,2025-09-29 13:55:49+00:00
7,73,72,0.0,73,2025-09-29 13:55:55+00:00
0,72,72,0.0,72,2025-09-29 13:55:57+00:00
0,71,72,0.0,71,2025-09-29 13:55:58+00:00
0,72,72,0.0,72,2025-09-29 13:55:59+00:00
0,73,72,0.0,73,2025-09-29 13:56:03+00:00
4,72,72,0.0,72,2025-09-29 13:56:07+00:00
6,73,72,0.0,73,2025-09-29 13:56:08+00:00
3,72,72,0.0,72,2025-09-29 13:56:09+00:00
2,73,72,0.0,73,2025-09-29 13:56:10+00:00
10,74,72,0.0,74,2025-09-29 13:56:12+00:00
3,73,72,0.0,73,2025-09-29 13:56:13+00:00
13,74,72,0.0,74,2025-09-29 13:56:15+00:00
20,75,72,0.0,75,2025-09-29 13:56:17+00:00
20,76,72,0.0,76,2025-09-29 13:56:19+00:00
25,77,72,0.0,77,2025-09-29 13:56:20+00:00
33,78,72,0.0,78,2025-09-29 13:56:22+00:00
7,79,72,0.0,79,2025-09-29 13:56:23+00:00
5,80,72,0.0,80,2025-09-29 13:56:26+00:00
8,79,72,0.0,79,2025-09-29 13:56:28+00:00
10,80,72,0.0,80,2025-09-29 13:56:29+00:00
5,81,72,0.0,81,2025-09-29 13:56:30+00:00
7,82,72,0.0,82,2025-09-29 13:56:33+00:00
6,84,72,0.0,84,2025-09-29 13:56:34+00:00
5,85,72,0.0,85,2025-09-29 13:56:35+00:00
2,88,72,0.0,88,2025-09-29 13:56:36+00:00
1,89,72,0.0,89,2025-09-29 13:56:37+00:00
1,90,72,0.0,90,2025-09-29 13:56:40+00:00
2,89,72,0.0,89,2025-09-29 13:56:41+00:00
3,90,72,0.0,90,2025-09-29 13:56:44+00:00
2,91,72,0.0,91,2025-09-29 13:56:46+00:00
5,92,72,0.0,92,2025-09-29 13:56:54+00:00
5,93,72,0.0,93,2025-09-29 13:56:56+00:00
2,94,72,0.0,94,2025-09-29 13:56:57+00:00
5,95,72,0.0,95,2025-09-29 13:56:58+00:00
1,96,72,0.0,96,2025-09-29 13:57:01+00:00
1,95,72,0.0,95,2025-09-29 13:57:02+00:00
1,96,72,0.0,96,2025-09-29 13:57:03+00:00
2,97,72,0.0,97,2025-09-29 13:57:06+00:00
1,98,72,0.0,98,2025-09-29 13:57:08+00:00
3,100,72,0.0,100,2025-09-29 13:57:10+00:00
5,101,72,0.0,101,2025-09-29 13:57:11+00:00
4,102,72,0.0,102,2025-09-29 13:57:12+00:00
2,103,72,0.0,103,2025-09-29 13:57:13+00:00
2,102,72,0.0,102,2025-09-29 13:57:15+00:00
1,101,72,0.0,101,2025-09-29 13:57:17+00:00
3,102,72,0.0,102,2025-09-29 13:57:18+00:00
3,101,72,0.0,101,2025-09-29 13:57:19+00:00
8,100,72,0.0,100,2025-09-29 13:57:20+00:00
17,101,72,0.0,101,2025-09-29 13:57:22+00:00
19,100,72,0.0,100,2025-09-29 13:57:25+00:00
48,99,72,0.0,99,2025-09-29 13:57:30+00:00
57,98,72,0.0,98,2025-09-29 13:57:32+00:00
67,97,72,0.0,97,2025-09-29 13:57:35+00:00
66,99,72,0.0,99,2025-09-29 13:57:39+00:00
82,100,72,0.0,100,2025-09-29 13:57:44+00:00
81,101,72,0.0,101,2025-09-29 13:57:45+00:00
80,102,72,0.0,102,2025-09-29 13:57:46+00:00
77,103,72,0.0,103,2025-09-29 13:57:47+00:00
78,104,72,0.0,104,2025-09-29 13:57:48+00:00
73,105,72,0.0,105,2025-09-29 13:57:49+00:00
66,106,72,0.0,106,2025-09-29 13:57:50+00:00
63,107,72,0.0,107,2025-09-29 13:57:51+00:00
63,108,72,0.0,108,2025-09-29 13:57:52+00:00
58,109,72,0.0,109,2025-09-29 13:57:53+00:00
57,110,72,0.0,110,2025-09-29 13:57:54+00:00
53,111,72,0.0,111,2025-09-29 13:57:57+00:00
49,112,72,0.0,112,2025-09-29 13:57:58+00:00
48,113,72,0.0,113,2025-09-29 13:57:59+00:00
58,114,72,0.0,114,2025-09-29 13:58:02+00:00
55,112,72,0.0,112,2025-09-29 13:58:04+00:00
53,111,72,0.0,111,2025-09-29 13:58:05+00:00
57,110,72,0.0,110,2025-09-29 13:58:06+00:00
57,109,72,0.0,109,2025-09-29 13:58:08+00:00
58,108,72,0.0,108,2025-09-29 13:58:09+00:00
56,107,72,0.0,107,2025-09-29 13:58:10+00:00
52,109,72,0.0,109,2025-09-29 13:58:12+00:00
44,114,72,0.0,114,2025-09-29 13:58:13+00:00
41,116,72,0.0,116,2025-09-29 13:58:14+00:00
34,119,72,0.0,119,2025-09-29 13:58:15+00:00
30,120,72,0.0,120,2025-09-29 13:58:16+00:00
31,121,72,0.0,121,2025-09-29 13:58:17+00:00
30,122,72,0.0,122,2025-09-29 13:58:18+00:00
17,123,72,0.0,123,2025-09-29 13:58:20+00:00
17,124,72,0.0,124,2025-09-29 13:58:24+00:00
26,123,72,0.0,123,2025-09-29 13:58:26+00:00
29,121,72,0.0,121,2025-09-29 13:58:27+00:00
28,118,72,0.0,118,2025-09-29 13:58:28+00:00
26,114,72,0.0,114,2025-09-29 13:58:29+00:00
28,112,72,0.0,112,2025-09-29 13:58:30+00:00
33,113,72,0.0,113,2025-09-29 13:58:31+00:00
41,114,72,0.0,114,2025-09-29 13:58:33+00:00
41,115,72,0.0,115,2025-09-29 13:58:34+00:00
44,116,72,0.0,116,2025-09-29 13:58:35+00:00
9,125,72,0.0,125,2025-09-29 13:58:36+00:00
4,127,72,0.0,127,2025-09-29 13:58:37+00:00
7,128,72,0.0,128,2025-09-29 13:58:41+00:00
7,127,72,0.0,127,2025-09-29 13:58:42+00:00
8,128,72,0.0,128,2025-09-29 13:58:44+00:00
7,129,72,0.0,129,2025-09-29 13:58:49+00:00
