135,136,143,distance,heart_rate,timestamp
176,55,67,0.0,55,2025-07-21 16:20:55+00:00
176,56,67,0.0,56,2025-07-21 16:20:56+00:00
176,58,67,0.0,58,2025-07-21 16:20:57+00:00
176,59,67,0.0,59,2025-07-21 16:20:59+00:00
176,61,67,0.0,61,2025-07-21 16:21:00+00:00
176,62,67,0.0,62,2025-07-21 16:21:01+00:00
104,66,67,0.0,66,2025-07-21 16:21:05+00:00
72,71,67,0.0,71,2025-07-21 16:21:06+00:00
41,75,67,0.0,75,2025-07-21 16:21:07+00:00
36,76,67,0.0,76,2025-07-21 16:21:08+00:00
35,77,67,0.0,77,2025-07-21 16:21:09+00:00
31,78,67,0.0,78,2025-07-21 16:21:10+00:00
25,79,67,0.0,79,2025-07-21 16:21:13+00:00
26,82,67,0.0,82,2025-07-21 16:21:15+00:00
16,81,67,0.0,81,2025-07-21 16:21:16+00:00
13,82,67,0.0,82,2025-07-21 16:21:18+00:00
16,84,67,0.0,84,2025-07-21 16:21:19+00:00
9,87,67,0.0,87,2025-07-21 16:21:20+00:00
3,88,67,0.0,88,2025-07-21 16:21:21+00:00
4,89,67,0.0,89,2025-07-21 16:21:23+00:00
24,90,67,0.0,90,2025-07-21 16:21:29+00:00
30,89,67,0.0,89,2025-07-21 16:21:30+00:00
63,88,67,0.0,88,2025-07-21 16:21:37+00:00
77,89,67,0.0,89,2025-07-21 16:21:41+00:00
71,88,67,0.0,88,2025-07-21 16:21:42+00:00
54,87,67,0.0,87,2025-07-21 16:21:43+00:00
27,86,67,0.0,86,2025-07-21 16:21:44+00:00
30,87,67,0.0,87,2025-07-21 16:21:46+00:00
37,88,67,0.0,88,2025-07-21 16:21:48+00:00
31,89,67,0.0,89,2025-07-21 16:21:49+00:00
22,90,67,0.0,90,2025-07-21 16:21:50+00:00
12,91,67,0.0,91,2025-07-21 16:21:51+00:00
9,92,67,0.0,92,2025-07-21 16:21:52+00:00
35,94,67,0.0,94,2025-07-21 16:21:57+00:00
21,99,67,0.0,99,2025-07-21 16:21:58+00:00
21,99,67,0.0,99,2025-07-21 16:21:59+00:00
30,98,67,0.0,98,2025-07-21 16:22:00+00:00
36,96,67,0.0,96,2025-07-21 16:22:01+00:00
37,92,67,0.0,92,2025-07-21 16:22:02+00:00
38,88,67,0.0,88,2025-07-21 16:22:03+00:00
43,86,67,0.0,86,2025-07-21 16:22:04+00:00
63,87,67,0.0,87,2025-07-21 16:22:08+00:00
66,88,67,0.0,88,2025-07-21 16:22:09+00:00
39,93,67,0.0,93,2025-07-21 16:22:10+00:00
21,97,67,0.0,97,2025-07-21 16:22:11+00:00
20,98,67,0.0,98,2025-07-21 16:22:12+00:00
63,97,67,0.0,97,2025-07-21 16:22:21+00:00
65,95,67,0.0,95,2025-07-21 16:22:22+00:00
68,94,67,0.0,94,2025-07-21 16:22:23+00:00
61,92,67,0.0,92,2025-07-21 16:22:24+00:00
56,90,67,0.0,90,2025-07-21 16:22:25+00:00
51,89,67,0.0,89,2025-07-21 16:22:27+00:00
36,88,67,0.0,88,2025-07-21 16:22:28+00:00
37,87,67,0.0,87,2025-07-21 16:22:29+00:00
27,86,67,0.0,86,2025-07-21 16:22:31+00:00
33,87,67,0.0,87,2025-07-21 16:22:32+00:00
12,88,67,0.0,88,2025-07-21 16:22:38+00:00
9,86,67,0.0,86,2025-07-21 16:22:39+00:00
4,82,67,0.0,82,2025-07-21 16:22:40+00:00
4,81,67,0.0,81,2025-07-21 16:22:41+00:00
2,80,67,0.0,80,2025-07-21 16:22:42+00:00
1,79,67,0.0,79,2025-07-21 16:22:43+00:00
2,78,67,0.0,78,2025-07-21 16:22:46+00:00
1,79,67,0.0,79,2025-07-21 16:22:47+00:00
1,80,67,0.0,80,2025-07-21 16:22:48+00:00
2,81,67,0.0,81,2025-07-21 16:22:49+00:00
6,82,67,0.0,82,2025-07-21 16:22:50+00:00
6,83,67,0.0,83,2025-07-21 16:22:51+00:00
20,82,67,0.0,82,2025-07-21 16:22:54+00:00
31,81,67,0.0,81,2025-07-21 16:22:56+00:00
39,80,67,0.0,80,2025-07-21 16:22:57+00:00
46,81,67,0.0,81,2025-07-21 16:22:59+00:00
35,82,67,0.0,82,2025-07-21 16:23:00+00:00
14,84,67,0.0,84,2025-07-21 16:23:01+00:00
8,85,67,0.0,85,2025-07-21 16:23:02+00:00
2,84,67,0.0,84,2025-07-21 16:23:03+00:00
3,83,67,0.0,83,2025-07-21 16:23:04+00:00
4,80,67,0.0,80,2025-07-21 16:23:05+00:00
4,79,67,0.0,79,2025-07-21 16:23:06+00:00
17,80,67,0.0,80,2025-07-21 16:23:09+00:00
23,81,67,0.0,81,2025-07-21 16:23:10+00:00
24,83,67,0.0,83,2025-07-21 16:23:11+00:00
17,86,67,0.0,86,2025-07-21 16:23:12+00:00
13,87,67,0.0,87,2025-07-21 16:23:13+00:00
17,88,67,0.0,88,2025-07-21 16:23:14+00:00
23,86,67,0.0,86,2025-07-21 16:23:15+00:00
30,85,67,0.0,85,2025-07-21 16:23:16+00:00
24,88,67,0.0,88,2025-07-21 16:23:18+00:00
20,90,67,0.0,90,2025-07-21 16:23:19+00:00
22,87,67,0.0,87,2025-07-21 16:23:20+00:00
22,80,67,0.0,80,2025-07-21 16:23:21+00:00
14,73,67,0.0,73,2025-07-21 16:23:22+00:00
5,69,67,0.0,69,2025-07-21 16:23:23+00:00
3,68,67,0.0,68,2025-07-21 16:23:24+00:00
2,67,67,0.0,67,2025-07-21 16:23:25+00:00
2,66,67,0.0,66,2025-07-21 16:23:29+00:00
2,66,67,0.0,66,2025-07-21 16:23:32+00:00
19,67,67,0.0,67,2025-07-21 16:23:35+00:00
21,68,67,0.0,68,2025-07-21 16:23:38+00:00
15,69,67,0.0,69,2025-07-21 16:23:41+00:00
15,76,67,0.0,76,2025-07-21 16:23:44+00:00
4,79,67,0.0,79,2025-07-21 16:23:45+00:00
4,79,67,0.0,79,2025-07-21 16:23:46+00:00
11,80,67,0.0,80,2025-07-21 16:23:47+00:00
13,78,67,0.0,78,2025-07-21 16:23:48+00:00
2,71,67,0.0,71,2025-07-21 16:23:49+00:00
2,71,67,0.0,71,2025-07-21 16:23:50+00:00
7,70,67,0.0,70,2025-07-21 16:23:51+00:00
25,71,67,0.0,71,2025-07-21 16:23:54+00:00
31,70,67,0.0,70,2025-07-21 16:23:55+00:00
34,69,67,0.0,69,2025-07-21 16:23:56+00:00
32,67,67,0.0,67,2025-07-21 16:23:57+00:00
28,64,67,0.0,64,2025-07-21 16:23:58+00:00
28,64,67,0.0,64,2025-07-21 16:23:59+00:00
37,63,67,0.0,63,2025-07-21 16:24:00+00:00
43,64,67,0.0,64,2025-07-21 16:24:01+00:00
39,66,67,0.0,66,2025-07-21 16:24:02+00:00
38,67,67,0.0,67,2025-07-21 16:24:03+00:00
40,68,67,0.0,68,2025-07-21 16:24:04+00:00
41,69,67,0.0,69,2025-07-21 16:24:05+00:00
34,70,67,0.0,70,2025-07-21 16:24:06+00:00
31,71,67,0.0,71,2025-07-21 16:24:07+00:00
26,72,67,0.0,72,2025-07-21 16:24:08+00:00
22,73,67,0.0,73,2025-07-21 16:24:10+00:00
40,74,67,0.0,74,2025-07-21 16:24:14+00:00
42,76,67,0.0,76,2025-07-21 16:24:15+00:00
29,83,67,0.0,83,2025-07-21 16:24:16+00:00
21,86,67,0.0,86,2025-07-21 16:24:17+00:00
25,87,67,0.0,87,2025-07-21 16:24:18+00:00
25,88,67,0.0,88,2025-07-21 16:24:19+00:00
23,89,67,0.0,89,2025-07-21 16:24:20+00:00
27,90,67,0.0,90,2025-07-21 16:24:22+00:00
46,91,67,0.0,91,2025-07-21 16:24:26+00:00
50,92,67,0.0,92,2025-07-21 16:24:28+00:00
37,93,67,0.0,93,2025-07-21 16:24:29+00:00
18,91,67,0.0,91,2025-07-21 16:24:32+00:00
21,89,67,0.0,89,2025-07-21 16:24:33+00:00
16,85,67,0.0,85,2025-07-21 16:24:34+00:00
16,83,67,0.0,83,2025-07-21 16:24:35+00:00
6,84,67,0.0,84,2025-07-21 16:24:39+00:00
12,83,67,0.0,83,2025-07-21 16:24:40+00:00
7,81,67,0.0,81,2025-07-21 16:24:49+00:00
9,80,67,0.0,80,2025-07-21 16:24:50+00:00
6,79,67,0.0,79,2025-07-21 16:24:51+00:00
5,80,67,0.0,80,2025-07-21 16:24:53+00:00
11,81,67,0.0,81,2025-07-21 16:24:54+00:00
19,82,67,0.0,82,2025-07-21 16:24:56+00:00
7,83,67,0.0,83,2025-07-21 16:24:59+00:00
6,84,67,0.0,84,2025-07-21 16:25:00+00:00
2,86,67,0.0,86,2025-07-21 16:25:01+00:00
5,87,67,0.0,87,2025-07-21 16:25:03+00:00
1,86,67,0.0,86,2025-07-21 16:25:05+00:00
2,85,67,0.0,85,2025-07-21 16:25:07+00:00
0,83,67,0.0,83,2025-07-21 16:25:08+00:00
0,81,67,0.0,81,2025-07-21 16:25:09+00:00
0,79,67,0.0,79,2025-07-21 16:25:10+00:00
0,78,67,0.0,78,2025-07-21 16:25:11+00:00
2,77,67,0.0,77,2025-07-21 16:25:14+00:00
2,78,67,0.0,78,2025-07-21 16:25:16+00:00
2,78,67,0.0,78,2025-07-21 16:25:17+00:00
13,77,67,0.0,77,2025-07-21 16:25:18+00:00
6,78,67,0.0,78,2025-07-21 16:25:19+00:00
5,79,67,0.0,79,2025-07-21 16:25:20+00:00
5,80,67,0.0,80,2025-07-21 16:25:21+00:00
3,79,67,0.0,79,2025-07-21 16:25:22+00:00
20,78,67,0.0,78,2025-07-21 16:25:24+00:00
18,79,67,0.0,79,2025-07-21 16:25:25+00:00
19,80,67,0.0,80,2025-07-21 16:25:26+00:00
18,82,67,0.0,82,2025-07-21 16:25:27+00:00
12,85,67,0.0,85,2025-07-21 16:25:28+00:00
5,87,67,0.0,87,2025-07-21 16:25:29+00:00
4,86,67,0.0,86,2025-07-21 16:25:32+00:00
4,85,67,0.0,85,2025-07-21 16:25:34+00:00
7,84,67,0.0,84,2025-07-21 16:25:35+00:00
5,83,67,0.0,83,2025-07-21 16:25:36+00:00
8,84,67,0.0,84,2025-07-21 16:25:38+00:00
11,85,67,0.0,85,2025-07-21 16:25:39+00:00
8,86,67,0.0,86,2025-07-21 16:25:41+00:00
5,87,67,0.0,87,2025-07-21 16:25:45+00:00
13,88,67,0.0,88,2025-07-21 16:25:47+00:00
16,85,67,0.0,85,2025-07-21 16:25:48+00:00
