135,136,143,distance,heart_rate,timestamp
8,71,52,0.0,71,2025-10-09 14:58:25+00:00
6,70,52,0.0,70,2025-10-09 14:58:26+00:00
12,69,52,0.0,69,2025-10-09 14:58:27+00:00
15,70,52,0.0,70,2025-10-09 14:58:28+00:00
1,69,52,0.0,69,2025-10-09 14:58:36+00:00
3,70,52,0.0,70,2025-10-09 14:58:39+00:00
3,69,52,0.0,69,2025-10-09 14:58:42+00:00
5,70,52,0.0,70,2025-10-09 14:58:45+00:00
6,71,52,0.0,71,2025-10-09 14:58:50+00:00
10,72,52,0.0,72,2025-10-09 14:58:51+00:00
14,73,52,0.0,73,2025-10-09 14:58:55+00:00
1,72,52,0.0,72,2025-10-09 14:58:59+00:00
0,73,52,0.0,73,2025-10-09 14:59:01+00:00
0,75,52,0.0,75,2025-10-09 14:59:03+00:00
0,76,52,0.0,76,2025-10-09 14:59:04+00:00
2,77,52,0.0,77,2025-10-09 14:59:06+00:00
0,76,52,0.0,76,2025-10-09 14:59:07+00:00
1,77,52,0.0,77,2025-10-09 14:59:10+00:00
1,78,52,0.0,78,2025-10-09 14:59:16+00:00
1,77,52,0.0,77,2025-10-09 14:59:19+00:00
3,78,52,0.0,78,2025-10-09 14:59:24+00:00
0,80,52,0.0,80,2025-10-09 14:59:28+00:00
0,79,52,0.0,79,2025-10-09 14:59:29+00:00
4,80,52,0.0,80,2025-10-09 14:59:34+00:00
3,81,52,0.0,81,2025-10-09 14:59:35+00:00
10,82,52,0.0,82,2025-10-09 14:59:37+00:00
23,83,52,0.0,83,2025-10-09 14:59:39+00:00
27,84,52,0.0,84,2025-10-09 14:59:40+00:00
24,83,52,0.0,83,2025-10-09 14:59:41+00:00
14,82,52,0.0,82,2025-10-09 14:59:42+00:00
2,81,52,0.0,81,2025-10-09 14:59:44+00:00
8,82,52,0.0,82,2025-10-09 14:59:46+00:00
18,84,52,0.0,84,2025-10-09 14:59:50+00:00
20,87,52,0.0,87,2025-10-09 14:59:51+00:00
19,91,52,0.0,91,2025-10-09 14:59:52+00:00
18,94,52,0.0,94,2025-10-09 14:59:53+00:00
17,96,52,0.0,96,2025-10-09 14:59:54+00:00
18,98,52,0.0,98,2025-10-09 14:59:55+00:00
22,99,52,0.0,99,2025-10-09 14:59:56+00:00
30,100,52,0.0,100,2025-10-09 14:59:58+00:00
37,101,52,0.0,101,2025-10-09 15:00:00+00:00
26,102,52,0.0,102,2025-10-09 15:00:02+00:00
11,103,52,0.0,103,2025-10-09 15:00:05+00:00
37,104,52,0.0,104,2025-10-09 15:00:12+00:00
51,105,52,0.0,105,2025-10-09 15:00:17+00:00
60,104,52,0.0,104,2025-10-09 15:00:19+00:00
73,103,52,0.0,103,2025-10-09 15:00:23+00:00
