135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
20,83,63,74.0,15.0,83,2025-06-20 09:49:12+00:00
20,83,63,74.0,15.0,83,2025-06-20 09:49:13+00:00
20,83,63,74.0,15.0,83,2025-06-20 09:49:14+00:00
20,83,63,74.0,15.0,83,2025-06-20 09:49:15+00:00
29,82,63,75.0,15.0,82,2025-06-20 09:49:16+00:00
27,83,63,75.0,15.0,83,2025-06-20 09:49:17+00:00
27,83,63,75.0,15.0,83,2025-06-20 09:49:18+00:00
27,83,63,75.0,15.0,83,2025-06-20 09:49:19+00:00
30,82,63,75.0,15.0,82,2025-06-20 09:49:20+00:00
30,82,63,75.0,15.0,82,2025-06-20 09:49:21+00:00
30,82,63,75.0,15.0,82,2025-06-20 09:49:22+00:00
48,83,63,75.0,15.0,83,2025-06-20 09:49:23+00:00
48,83,63,75.0,16.0,83,2025-06-20 09:49:24+00:00
48,83,63,75.0,16.0,83,2025-06-20 09:49:25+00:00
48,83,63,76.0,16.0,83,2025-06-20 09:49:26+00:00
48,83,63,76.0,16.0,83,2025-06-20 09:49:27+00:00
79,82,63,76.0,15.0,82,2025-06-20 09:49:28+00:00
81,80,63,76.0,15.0,80,2025-06-20 09:49:29+00:00
80,77,63,76.0,15.0,77,2025-06-20 09:49:30+00:00
72,73,63,77.0,15.0,73,2025-06-20 09:49:31+00:00
63,70,63,77.0,15.0,70,2025-06-20 09:49:32+00:00
55,67,63,77.0,15.0,67,2025-06-20 09:49:33+00:00
48,65,63,77.0,14.0,65,2025-06-20 09:49:34+00:00
40,63,63,77.0,14.0,63,2025-06-20 09:49:35+00:00
38,62,63,69.0,14.0,62,2025-06-20 09:49:36+00:00
38,61,63,69.0,14.0,61,2025-06-20 09:49:37+00:00
31,60,63,69.0,14.0,60,2025-06-20 09:49:38+00:00
31,60,63,69.0,14.0,60,2025-06-20 09:49:39+00:00
31,60,63,69.0,14.0,60,2025-06-20 09:49:40+00:00
31,60,63,66.0,14.0,60,2025-06-20 09:49:41+00:00
52,59,63,66.0,14.0,59,2025-06-20 09:49:42+00:00
55,61,63,66.0,14.0,61,2025-06-20 09:49:43+00:00
56,63,63,66.0,13.0,63,2025-06-20 09:49:44+00:00
61,64,63,66.0,13.0,64,2025-06-20 09:49:45+00:00
