135,136,143,distance,heart_rate,timestamp
52,78,59,0.0,78,2025-09-30 14:53:29+00:00
54,77,59,0.0,77,2025-09-30 14:53:30+00:00
47,78,59,0.0,78,2025-09-30 14:53:31+00:00
46,81,59,0.0,81,2025-09-30 14:53:32+00:00
43,82,59,0.0,82,2025-09-30 14:53:33+00:00
14,81,59,0.0,81,2025-09-30 14:53:40+00:00
22,82,59,0.0,82,2025-09-30 14:53:41+00:00
31,81,59,0.0,81,2025-09-30 14:53:43+00:00
24,76,59,0.0,76,2025-09-30 14:53:44+00:00
21,74,59,0.0,74,2025-09-30 14:53:45+00:00
14,71,59,0.0,71,2025-09-30 14:53:46+00:00
14,71,59,0.0,71,2025-09-30 14:53:47+00:00
10,70,59,0.0,70,2025-09-30 14:53:48+00:00
17,71,59,0.0,71,2025-09-30 14:53:50+00:00
24,72,59,0.0,72,2025-09-30 14:53:52+00:00
24,73,59,0.0,73,2025-09-30 14:53:54+00:00
1,76,59,0.0,76,2025-09-30 14:53:55+00:00
4,77,59,0.0,77,2025-09-30 14:53:56+00:00
8,76,59,0.0,76,2025-09-30 14:53:58+00:00
1,75,59,0.0,75,2025-09-30 14:53:59+00:00
2,76,58,0.0,76,2025-09-30 14:54:02+00:00
1,75,58,0.0,75,2025-09-30 14:54:05+00:00
0,74,58,0.0,74,2025-09-30 14:54:07+00:00
0,75,58,0.0,75,2025-09-30 14:54:14+00:00
6,74,58,0.0,74,2025-09-30 14:54:15+00:00
30,75,58,0.0,75,2025-09-30 14:54:18+00:00
33,78,58,0.0,78,2025-09-30 14:54:19+00:00
10,76,58,0.0,76,2025-09-30 14:54:21+00:00
18,77,58,0.0,77,2025-09-30 14:54:22+00:00
21,79,58,0.0,79,2025-09-30 14:54:23+00:00
22,81,58,0.0,81,2025-09-30 14:54:24+00:00
26,82,58,0.0,82,2025-09-30 14:54:25+00:00
34,83,58,0.0,83,2025-09-30 14:54:28+00:00
16,81,58,0.0,81,2025-09-30 14:54:29+00:00
9,80,58,0.0,80,2025-09-30 14:54:30+00:00
6,81,58,0.0,81,2025-09-30 14:54:31+00:00
1,82,58,0.0,82,2025-09-30 14:54:35+00:00
1,83,58,0.0,83,2025-09-30 14:54:36+00:00
4,84,58,0.0,84,2025-09-30 14:54:40+00:00
4,85,58,0.0,85,2025-09-30 14:54:42+00:00
6,86,58,0.0,86,2025-09-30 14:54:43+00:00
