107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,3,81,95,58,0.0,0.0,96.39999999999998,1.204,0.0,81,543620890,222664915,2025-08-13 04:47:42+00:00
1,3,81,95,58,0.0,0.33,96.39999999999998,1.362,0.5,81,543620908,222664889,2025-08-13 04:47:43+00:00
1,1,82,95,0,0.0,9.48,94.60000000000002,2.137,0.0,82,543621897,222665207,2025-08-13 04:47:47+00:00
1,1,81,95,81,0.0,18.78,94.20000000000005,2.734,0.5,81,543622750,222665914,2025-08-13 04:47:50+00:00
1,2,82,95,84,0.0,32.37,93.0,2.697,0.5,82,543623959,222667240,2025-08-13 04:47:55+00:00
1,2,85,95,84,0.0,42.2,92.0,2.911,0.5,85,543624718,222668156,2025-08-13 04:47:58+00:00
1,2,86,95,84,0.0,48.13,92.20000000000005,2.976,0.0,86,543625246,222668725,2025-08-13 04:48:00+00:00
1,2,86,40,86,0.0,56.23,92.39999999999998,2.967,0.0,86,543625936,222669397,2025-08-13 04:48:03+00:00
1,21,89,40,85,0.0,70.02,92.20000000000005,2.911,0.5,89,543627033,222670779,2025-08-13 04:48:08+00:00
1,28,92,40,86,0.0,78.62,92.0,2.911,0.0,92,543627732,222671700,2025-08-13 04:48:11+00:00
1,29,95,40,86,0.0,81.61,92.20000000000005,2.902,0.0,95,543627953,222672028,2025-08-13 04:48:12+00:00
1,31,99,40,85,0.0,87.59,92.39999999999998,2.911,0.5,99,543628523,222672541,2025-08-13 04:48:14+00:00
1,31,101,40,85,0.0,90.17,92.60000000000002,2.93,0.5,101,543628716,222672688,2025-08-13 04:48:15+00:00
1,33,105,40,85,0.0,96.03,92.79999999999995,2.948,0.5,105,543629203,222673232,2025-08-13 04:48:17+00:00
1,32,108,40,85,0.0,98.82,92.60000000000002,2.911,0.0,108,543629386,222673609,2025-08-13 04:48:18+00:00
1,23,116,40,86,0.0,104.14,93.0,2.902,0.0,116,543629827,222674111,2025-08-13 04:48:20+00:00
