107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,124,84,47,0,0.0,0.44,100.60000000000002,3.396,0.0,84,543646296,222635264,2025-05-24 15:10:55+00:00
1,125,84,47,0,0.0,2.59,101.60000000000002,0.0,0.0,84,543646262,222634836,2025-05-24 15:10:56+00:00
1,128,85,47,0,0.0,7.91,98.60000000000002,1.875,0.0,85,543646407,222634066,2025-05-24 15:10:58+00:00
1,124,83,46,83,0.01,21.3,96.79999999999995,3.126,0.5,83,543646834,222632182,2025-05-24 15:11:02+00:00
1,133,86,46,83,0.01,32.6,95.39999999999998,3.042,0.5,86,543647301,222630591,2025-05-24 15:11:06+00:00
1,137,88,46,83,0.0,41.91,94.0,2.958,0.5,88,543647674,222629267,2025-05-24 15:11:09+00:00
1,140,93,46,85,0.01,50.43,93.39999999999998,2.948,0.5,93,543648070,222628067,2025-05-24 15:11:12+00:00
1,135,96,46,85,0.01,52.68,93.39999999999998,2.921,0.5,96,543648104,222627815,2025-05-24 15:11:13+00:00
1,131,99,46,85,0.01,55.32,93.39999999999998,2.893,0.5,99,543648258,222627380,2025-05-24 15:11:14+00:00
1,113,103,46,86,0.01,60.25,93.20000000000005,2.846,0.0,103,543648472,222626712,2025-05-24 15:11:16+00:00
1,98,106,46,86,0.01,65.74,93.39999999999998,2.809,0.0,106,543648648,222625950,2025-05-24 15:11:18+00:00
1,93,109,46,86,0.01,71.34,93.20000000000005,2.809,0.0,109,543648886,222625186,2025-05-24 15:11:20+00:00
1,89,112,46,85,0.01,76.77,93.0,2.818,0.5,112,543649227,222624444,2025-05-24 15:11:22+00:00
1,85,114,46,85,0.01,79.87,93.0,2.809,0.5,114,543649377,222623990,2025-05-24 15:11:23+00:00
1,77,117,46,86,0.01,89.09,93.20000000000005,2.846,0.0,117,543649852,222622774,2025-05-24 15:11:26+00:00
1,75,118,46,86,0.01,91.3,93.39999999999998,2.893,0.0,118,543649858,222622513,2025-05-24 15:11:27+00:00
1,75,121,46,87,0.01,96.27,93.39999999999998,2.818,0.0,121,543650099,222621795,2025-05-24 15:11:29+00:00
1,75,122,46,87,0.01,99.39,93.20000000000005,2.809,0.0,122,543650232,222621336,2025-05-24 15:11:30+00:00
1,69,125,46,86,0.0,108.19,93.0,2.799,0.0,125,543650663,222620076,2025-05-24 15:11:33+00:00
1,67,128,46,87,0.0,117.19,92.39999999999998,2.865,0.0,128,543650947,222618864,2025-05-24 15:11:36+00:00
1,67,130,46,87,0.0,125.86,91.79999999999995,2.855,0.5,130,543651338,222617648,2025-05-24 15:11:39+00:00
1,65,133,46,87,1.24,136.31,91.60000000000002,2.846,0.0,133,543651849,222616191,2025-05-24 15:11:43+00:00
1,57,136,46,87,0.01,145.17,91.79999999999995,2.827,0.0,136,543652300,222614977,2025-05-24 15:11:46+00:00
1,49,138,46,87,0.01,150.69,91.79999999999995,2.837,0.5,138,543652591,222614217,2025-05-24 15:11:48+00:00
1,46,140,46,88,0.02,159.1,92.20000000000005,2.837,0.5,140,543652882,222613077,2025-05-24 15:11:51+00:00
1,44,141,46,87,0.02,167.92,92.0,2.827,0.0,141,543653311,222611890,2025-05-24 15:11:54+00:00
1,29,144,46,87,0.02,185.6,93.0,2.846,0.5,144,543654074,222609416,2025-05-24 15:12:00+00:00
1,18,143,46,88,34.16,194.86,93.0,2.865,0.5,143,543654508,222608095,2025-05-24 15:12:03+00:00
1,13,144,46,89,34.16,202.86,93.0,2.865,0.0,144,543654780,222607014,2025-05-24 15:12:06+00:00
1,13,144,46,89,34.16,211.74,92.0,2.865,0.0,144,543655165,222605702,2025-05-24 15:12:09+00:00
1,14,145,46,88,34.16,219.73,92.0,2.865,0.5,145,543655537,222604672,2025-05-24 15:12:12+00:00
1,15,146,46,88,31.36,234.65,92.0,2.865,0.0,146,543656160,222602564,2025-05-24 15:12:17+00:00
1,14,147,46,88,0.0,249.19,92.20000000000005,2.865,0.5,147,543656747,222600493,2025-05-24 15:12:22+00:00
1,14,147,46,89,29.98,257.47,92.39999999999998,2.874,0.5,147,543656976,222599348,2025-05-24 15:12:25+00:00
1,9,146,46,89,29.98,260.34,92.39999999999998,2.874,0.0,146,543657238,222598938,2025-05-24 15:12:26+00:00
1,9,146,46,89,29.98,265.6,92.39999999999998,2.865,0.0,146,543657481,222598204,2025-05-24 15:12:28+00:00
1,9,146,46,88,28.95,274.67,92.0,2.855,0.0,146,543657765,222596961,2025-05-24 15:12:31+00:00
1,9,147,46,87,27.54,282.87,91.20000000000005,2.865,0.5,147,543658119,222595757,2025-05-24 15:12:34+00:00
1,12,148,46,89,0.0,297.09,92.20000000000005,2.855,0.0,148,543658751,222593786,2025-05-24 15:12:39+00:00
1,15,149,46,89,0.0,305.75,92.60000000000002,2.846,0.0,149,543659048,222592606,2025-05-24 15:12:42+00:00
1,15,149,46,87,0.0,315.18,92.39999999999998,2.855,0.5,149,543659583,222591315,2025-05-24 15:12:45+00:00
1,19,150,46,89,0.0,322.9,92.60000000000002,2.865,0.5,150,543659833,222590292,2025-05-24 15:12:48+00:00
1,19,150,46,89,0.0,331.31,92.60000000000002,2.855,0.0,150,543660272,222589098,2025-05-24 15:12:51+00:00
1,15,151,46,88,0.0,351.11,93.79999999999995,2.837,0.5,151,543661228,222586355,2025-05-24 15:12:58+00:00
1,19,152,45,88,0.0,363.31,94.0,2.846,0.0,152,543661687,222584623,2025-05-24 15:13:02+00:00
1,23,153,45,88,0.0,370.79,93.79999999999995,2.846,0.0,153,543662005,222583634,2025-05-24 15:13:05+00:00
1,23,152,45,87,0.0,379.86,92.79999999999995,2.837,0.5,152,543662491,222582352,2025-05-24 15:13:08+00:00
1,23,152,45,89,0.0,387.82,93.0,2.837,0.5,152,543662736,222581250,2025-05-24 15:13:11+00:00
1,24,153,45,89,0.0,397.08,92.39999999999998,2.837,0.0,153,543663131,222579931,2025-05-24 15:13:14+00:00
1,24,153,45,89,0.0,409.16,92.60000000000002,2.846,0.0,153,543663703,222578336,2025-05-24 15:13:18+00:00
1,27,154,45,89,0.0,426.02,92.79999999999995,2.846,0.0,154,543664427,222575943,2025-05-24 15:13:24+00:00
1,27,154,45,89,0.0,437.88,93.39999999999998,2.855,0.0,154,543664826,222574227,2025-05-24 15:13:28+00:00
1,27,155,45,88,0.0,447.05,93.60000000000002,2.874,0.5,155,543665269,222572945,2025-05-24 15:13:31+00:00
1,27,156,45,89,0.0,454.91,93.60000000000002,2.874,0.5,156,543665497,222571882,2025-05-24 15:13:34+00:00
1,27,156,45,89,0.0,463.43,93.79999999999995,2.855,0.0,156,543665916,222570584,2025-05-24 15:13:37+00:00
1,27,156,45,90,0.0,471.89,93.39999999999998,2.855,0.0,156,543666219,222569470,2025-05-24 15:13:40+00:00
1,14,154,45,89,0.0,481.21,92.39999999999998,2.865,0.0,154,543666736,222568176,2025-05-24 15:13:43+00:00
1,12,153,45,90,0.0,489.45,92.39999999999998,2.874,0.5,153,543667051,222567125,2025-05-24 15:13:46+00:00
1,9,153,45,90,0.0,497.61,91.79999999999995,2.865,0.0,153,543667523,222565973,2025-05-24 15:13:49+00:00
1,9,153,45,89,0.0,508.89,92.0,2.846,0.0,153,543668213,222564476,2025-05-24 15:13:53+00:00
1,9,153,45,90,0.0,517.77,92.0,2.846,0.5,153,543668638,222563378,2025-05-24 15:13:56+00:00
1,17,154,45,88,0.0,527.44,91.79999999999995,2.865,0.5,154,543669236,222562115,2025-05-24 15:13:59+00:00
1,17,154,45,90,0.0,535.66,91.79999999999995,2.911,0.0,154,543669719,222561164,2025-05-24 15:14:02+00:00
