135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
1,74,75,21.0,16.0,74,2025-09-19 11:09:22+00:00
1,75,75,21.0,16.0,75,2025-09-19 11:09:23+00:00
1,76,75,21.0,16.0,76,2025-09-19 11:09:24+00:00
1,77,75,24.0,16.0,77,2025-09-19 11:09:25+00:00
1,77,75,24.0,16.0,77,2025-09-19 11:09:26+00:00
1,76,75,24.0,16.0,76,2025-09-19 11:09:27+00:00
1,76,75,24.0,16.0,76,2025-09-19 11:09:28+00:00
3,75,75,24.0,16.0,75,2025-09-19 11:09:29+00:00
4,74,75,31.0,16.0,74,2025-09-19 11:09:30+00:00
5,72,75,31.0,16.0,72,2025-09-19 11:09:31+00:00
6,70,75,31.0,16.0,70,2025-09-19 11:09:32+00:00
1,67,75,31.0,16.0,67,2025-09-19 11:09:33+00:00
1,67,75,31.0,16.0,67,2025-09-19 11:09:34+00:00
1,67,75,39.0,16.0,67,2025-09-19 11:09:35+00:00
1,67,75,39.0,16.0,67,2025-09-19 11:09:36+00:00
1,67,75,39.0,16.0,67,2025-09-19 11:09:37+00:00
1,67,75,39.0,16.0,67,2025-09-19 11:09:38+00:00
1,66,75,39.0,16.0,66,2025-09-19 11:09:39+00:00
1,66,75,38.0,16.0,66,2025-09-19 11:09:40+00:00
1,65,75,38.0,16.0,65,2025-09-19 11:09:41+00:00
1,65,75,38.0,16.0,65,2025-09-19 11:09:42+00:00
1,65,75,38.0,16.0,65,2025-09-19 11:09:43+00:00
1,65,75,38.0,16.0,65,2025-09-19 11:09:44+00:00
1,65,75,40.0,16.0,65,2025-09-19 11:09:45+00:00
8,66,75,40.0,16.0,66,2025-09-19 11:09:46+00:00
6,69,75,40.0,16.0,69,2025-09-19 11:09:47+00:00
3,72,75,40.0,16.0,72,2025-09-19 11:09:48+00:00
3,72,75,40.0,16.0,72,2025-09-19 11:09:49+00:00
3,72,75,39.0,16.0,72,2025-09-19 11:09:50+00:00
4,73,75,39.0,16.0,73,2025-09-19 11:09:51+00:00
4,73,75,39.0,16.0,73,2025-09-19 11:09:52+00:00
3,68,75,39.0,16.0,68,2025-09-19 11:09:53+00:00
2,63,75,39.0,16.0,63,2025-09-19 11:09:54+00:00
1,60,75,32.0,16.0,60,2025-09-19 11:09:55+00:00
1,60,75,32.0,16.0,60,2025-09-19 11:09:56+00:00
1,60,75,32.0,16.0,60,2025-09-19 11:09:57+00:00
1,60,75,32.0,16.0,60,2025-09-19 11:09:58+00:00
1,61,75,32.0,16.0,61,2025-09-19 11:09:59+00:00
1,61,75,25.0,16.0,61,2025-09-19 11:10:00+00:00
1,62,75,25.0,16.0,62,2025-09-19 11:10:01+00:00
1,62,75,25.0,16.0,62,2025-09-19 11:10:02+00:00
1,62,75,25.0,16.0,62,2025-09-19 11:10:03+00:00
1,62,75,25.0,16.0,62,2025-09-19 11:10:04+00:00
1,62,75,21.0,16.0,62,2025-09-19 11:10:05+00:00
1,63,75,21.0,16.0,63,2025-09-19 11:10:06+00:00
1,63,75,21.0,16.0,63,2025-09-19 11:10:07+00:00
1,63,75,21.0,16.0,63,2025-09-19 11:10:08+00:00
2,64,75,21.0,16.0,64,2025-09-19 11:10:09+00:00
2,63,75,19.0,16.0,63,2025-09-19 11:10:10+00:00
2,63,75,19.0,16.0,63,2025-09-19 11:10:11+00:00
0,64,75,19.0,16.0,64,2025-09-19 11:10:12+00:00
0,65,75,19.0,16.0,65,2025-09-19 11:10:13+00:00
0,65,75,19.0,16.0,65,2025-09-19 11:10:14+00:00
0,65,75,20.0,16.0,65,2025-09-19 11:10:15+00:00
0,65,75,20.0,16.0,65,2025-09-19 11:10:16+00:00
1,64,75,20.0,16.0,64,2025-09-19 11:10:17+00:00
0,65,75,20.0,16.0,65,2025-09-19 11:10:18+00:00
0,65,75,20.0,16.0,65,2025-09-19 11:10:19+00:00
0,65,75,18.0,16.0,65,2025-09-19 11:10:20+00:00
1,66,75,18.0,16.0,66,2025-09-19 11:10:21+00:00
1,66,75,18.0,16.0,66,2025-09-19 11:10:22+00:00
0,67,75,18.0,16.0,67,2025-09-19 11:10:23+00:00
0,67,75,18.0,16.0,67,2025-09-19 11:10:24+00:00
0,68,75,20.0,16.0,68,2025-09-19 11:10:25+00:00
0,70,75,20.0,16.0,70,2025-09-19 11:10:26+00:00
0,70,75,20.0,16.0,70,2025-09-19 11:10:27+00:00
0,71,75,20.0,16.0,71,2025-09-19 11:10:28+00:00
0,71,75,20.0,16.0,71,2025-09-19 11:10:29+00:00
0,71,75,21.0,15.0,71,2025-09-19 11:10:30+00:00
0,71,75,21.0,15.0,71,2025-09-19 11:10:31+00:00
0,71,75,21.0,15.0,71,2025-09-19 11:10:32+00:00
0,72,75,21.0,15.0,72,2025-09-19 11:10:33+00:00
0,72,75,21.0,15.0,72,2025-09-19 11:10:34+00:00
0,72,75,22.0,15.0,72,2025-09-19 11:10:35+00:00
1,71,75,22.0,15.0,71,2025-09-19 11:10:36+00:00
1,71,75,22.0,15.0,71,2025-09-19 11:10:37+00:00
2,70,75,22.0,15.0,70,2025-09-19 11:10:38+00:00
2,70,75,22.0,15.0,70,2025-09-19 11:10:39+00:00
2,70,75,24.0,14.0,70,2025-09-19 11:10:40+00:00
2,70,75,24.0,14.0,70,2025-09-19 11:10:41+00:00
1,71,75,24.0,14.0,71,2025-09-19 11:10:42+00:00
1,71,75,24.0,14.0,71,2025-09-19 11:10:43+00:00
1,71,75,24.0,14.0,71,2025-09-19 11:10:44+00:00
1,71,75,24.0,14.0,71,2025-09-19 11:10:45+00:00
0,70,75,24.0,14.0,70,2025-09-19 11:10:46+00:00
0,70,75,24.0,14.0,70,2025-09-19 11:10:47+00:00
0,69,75,24.0,14.0,69,2025-09-19 11:10:48+00:00
0,66,75,24.0,13.0,66,2025-09-19 11:10:49+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:50+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:51+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:52+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:53+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:54+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:55+00:00
0,65,75,27.0,13.0,65,2025-09-19 11:10:56+00:00
0,65,75,27.0,14.0,65,2025-09-19 11:10:57+00:00
0,65,75,27.0,14.0,65,2025-09-19 11:10:58+00:00
0,65,75,27.0,14.0,65,2025-09-19 11:10:59+00:00
3,70,75,27.0,14.0,70,2025-09-19 11:11:00+00:00
2,72,75,27.0,14.0,72,2025-09-19 11:11:01+00:00
2,72,75,27.0,14.0,72,2025-09-19 11:11:02+00:00
12,71,75,27.0,14.0,71,2025-09-19 11:11:03+00:00
11,68,75,27.0,14.0,68,2025-09-19 11:11:04+00:00
2,66,75,28.0,14.0,66,2025-09-19 11:11:05+00:00
2,65,75,28.0,14.0,65,2025-09-19 11:11:06+00:00
1,66,75,28.0,14.0,66,2025-09-19 11:11:07+00:00
1,66,75,28.0,14.0,66,2025-09-19 11:11:08+00:00
1,67,75,28.0,14.0,67,2025-09-19 11:11:09+00:00
1,67,75,30.0,14.0,67,2025-09-19 11:11:10+00:00
1,68,75,30.0,14.0,68,2025-09-19 11:11:11+00:00
0,70,75,30.0,14.0,70,2025-09-19 11:11:12+00:00
0,72,75,30.0,14.0,72,2025-09-19 11:11:13+00:00
0,72,75,30.0,15.0,72,2025-09-19 11:11:14+00:00
0,72,75,31.0,15.0,72,2025-09-19 11:11:15+00:00
0,71,75,31.0,15.0,71,2025-09-19 11:11:16+00:00
0,70,75,31.0,15.0,70,2025-09-19 11:11:17+00:00
1,69,75,31.0,16.0,69,2025-09-19 11:11:18+00:00
1,69,75,31.0,16.0,69,2025-09-19 11:11:19+00:00
1,69,75,35.0,16.0,69,2025-09-19 11:11:20+00:00
1,70,75,35.0,16.0,70,2025-09-19 11:11:21+00:00
1,70,75,35.0,16.0,70,2025-09-19 11:11:22+00:00
1,71,75,35.0,16.0,71,2025-09-19 11:11:23+00:00
1,75,75,35.0,16.0,75,2025-09-19 11:11:24+00:00
1,76,75,36.0,16.0,76,2025-09-19 11:11:25+00:00
0,78,75,36.0,16.0,78,2025-09-19 11:11:26+00:00
0,79,75,36.0,16.0,79,2025-09-19 11:11:27+00:00
0,79,75,36.0,16.0,79,2025-09-19 11:11:28+00:00
1,78,75,36.0,16.0,78,2025-09-19 11:11:29+00:00
1,77,75,36.0,17.0,77,2025-09-19 11:11:30+00:00
2,78,75,36.0,17.0,78,2025-09-19 11:11:31+00:00
2,78,75,36.0,17.0,78,2025-09-19 11:11:32+00:00
2,78,75,36.0,17.0,78,2025-09-19 11:11:33+00:00
5,75,75,36.0,17.0,75,2025-09-19 11:11:34+00:00
5,71,75,42.0,17.0,71,2025-09-19 11:11:35+00:00
5,68,75,42.0,17.0,68,2025-09-19 11:11:36+00:00
4,66,75,42.0,16.0,66,2025-09-19 11:11:37+00:00
4,65,75,42.0,16.0,65,2025-09-19 11:11:38+00:00
4,65,75,42.0,16.0,65,2025-09-19 11:11:39+00:00
4,65,75,45.0,16.0,65,2025-09-19 11:11:40+00:00
4,65,75,45.0,16.0,65,2025-09-19 11:11:41+00:00
4,65,75,45.0,16.0,65,2025-09-19 11:11:42+00:00
1,68,75,45.0,16.0,68,2025-09-19 11:11:43+00:00
1,70,75,45.0,16.0,70,2025-09-19 11:11:44+00:00
1,70,75,48.0,16.0,70,2025-09-19 11:11:45+00:00
1,70,75,48.0,16.0,70,2025-09-19 11:11:46+00:00
1,70,75,48.0,16.0,70,2025-09-19 11:11:47+00:00
1,69,75,48.0,16.0,69,2025-09-19 11:11:48+00:00
1,69,75,48.0,16.0,69,2025-09-19 11:11:49+00:00
0,70,75,47.0,16.0,70,2025-09-19 11:11:50+00:00
0,71,75,47.0,16.0,71,2025-09-19 11:11:51+00:00
0,73,75,47.0,15.0,73,2025-09-19 11:11:52+00:00
0,75,75,47.0,15.0,75,2025-09-19 11:11:53+00:00
0,75,75,47.0,15.0,75,2025-09-19 11:11:54+00:00
0,75,75,53.0,15.0,75,2025-09-19 11:11:55+00:00
0,75,75,53.0,15.0,75,2025-09-19 11:11:56+00:00
0,75,75,53.0,16.0,75,2025-09-19 11:11:57+00:00
0,75,75,53.0,16.0,75,2025-09-19 11:11:58+00:00
0,75,75,53.0,16.0,75,2025-09-19 11:11:59+00:00
1,74,75,54.0,16.0,74,2025-09-19 11:12:00+00:00
1,72,75,54.0,16.0,72,2025-09-19 11:12:01+00:00
0,69,75,54.0,16.0,69,2025-09-19 11:12:02+00:00
0,68,75,54.0,16.0,68,2025-09-19 11:12:03+00:00
0,68,75,54.0,16.0,68,2025-09-19 11:12:04+00:00
0,68,75,48.0,16.0,68,2025-09-19 11:12:05+00:00
0,68,75,48.0,16.0,68,2025-09-19 11:12:06+00:00
0,68,75,48.0,16.0,68,2025-09-19 11:12:07+00:00
1,69,75,48.0,16.0,69,2025-09-19 11:12:08+00:00
1,69,75,48.0,16.0,69,2025-09-19 11:12:09+00:00
1,70,75,45.0,16.0,70,2025-09-19 11:12:10+00:00
1,70,75,45.0,16.0,70,2025-09-19 11:12:11+00:00
1,71,75,45.0,17.0,71,2025-09-19 11:12:12+00:00
1,71,75,45.0,17.0,71,2025-09-19 11:12:13+00:00
1,70,75,45.0,17.0,70,2025-09-19 11:12:14+00:00
1,70,75,45.0,17.0,70,2025-09-19 11:12:15+00:00
1,70,75,45.0,17.0,70,2025-09-19 11:12:16+00:00
1,71,75,45.0,17.0,71,2025-09-19 11:12:17+00:00
1,72,75,45.0,17.0,72,2025-09-19 11:12:18+00:00
4,73,75,45.0,18.0,73,2025-09-19 11:12:19+00:00
1,77,75,48.0,19.0,77,2025-09-19 11:12:20+00:00
1,79,75,48.0,19.0,79,2025-09-19 11:12:21+00:00
1,80,75,48.0,19.0,80,2025-09-19 11:12:22+00:00
1,79,75,48.0,19.0,79,2025-09-19 11:12:23+00:00
1,79,75,48.0,19.0,79,2025-09-19 11:12:24+00:00
1,78,75,49.0,19.0,78,2025-09-19 11:12:25+00:00
0,77,75,49.0,19.0,77,2025-09-19 11:12:26+00:00
0,77,75,49.0,19.0,77,2025-09-19 11:12:27+00:00
0,77,75,49.0,19.0,77,2025-09-19 11:12:28+00:00
0,77,75,49.0,20.0,77,2025-09-19 11:12:29+00:00
0,76,75,53.0,20.0,76,2025-09-19 11:12:30+00:00
0,75,75,53.0,21.0,75,2025-09-19 11:12:31+00:00
1,74,75,53.0,21.0,74,2025-09-19 11:12:32+00:00
0,73,75,53.0,21.0,73,2025-09-19 11:12:33+00:00
0,73,75,53.0,21.0,73,2025-09-19 11:12:34+00:00
1,72,75,53.0,21.0,72,2025-09-19 11:12:35+00:00
1,72,75,53.0,21.0,72,2025-09-19 11:12:36+00:00
1,70,75,53.0,21.0,70,2025-09-19 11:12:37+00:00
1,70,75,53.0,21.0,70,2025-09-19 11:12:38+00:00
1,69,75,53.0,21.0,69,2025-09-19 11:12:39+00:00
1,69,75,50.0,21.0,69,2025-09-19 11:12:40+00:00
1,68,75,50.0,21.0,68,2025-09-19 11:12:41+00:00
1,68,75,50.0,21.0,68,2025-09-19 11:12:42+00:00
2,67,75,50.0,21.0,67,2025-09-19 11:12:43+00:00
