135,136,143,distance,heart_rate,timestamp
0,77,56,0.0,77,2025-09-22 15:16:00+00:00
0,76,56,0.0,76,2025-09-22 15:16:01+00:00
0,77,56,0.0,77,2025-09-22 15:16:05+00:00
0,78,56,0.0,78,2025-09-22 15:16:10+00:00
0,80,56,0.0,80,2025-09-22 15:16:11+00:00
0,82,56,0.0,82,2025-09-22 15:16:12+00:00
0,83,56,0.0,83,2025-09-22 15:16:15+00:00
0,84,56,0.0,84,2025-09-22 15:16:17+00:00
1,85,56,0.0,85,2025-09-22 15:16:20+00:00
1,84,56,0.0,84,2025-09-22 15:16:21+00:00
0,85,56,0.0,85,2025-09-22 15:16:23+00:00
0,86,56,0.0,86,2025-09-22 15:16:26+00:00
0,87,56,0.0,87,2025-09-22 15:16:28+00:00
5,88,56,0.0,88,2025-09-22 15:16:32+00:00
1,87,56,0.0,87,2025-09-22 15:16:33+00:00
7,88,56,0.0,88,2025-09-22 15:16:34+00:00
5,86,56,0.0,86,2025-09-22 15:16:36+00:00
1,85,56,0.0,85,2025-09-22 15:16:37+00:00
0,86,56,0.0,86,2025-09-22 15:16:39+00:00
1,87,56,0.0,87,2025-09-22 15:16:41+00:00
1,86,56,0.0,86,2025-09-22 15:16:44+00:00
3,85,56,0.0,85,2025-09-22 15:16:45+00:00
7,86,56,0.0,86,2025-09-22 15:16:48+00:00
7,85,56,0.0,85,2025-09-22 15:16:49+00:00
11,89,56,0.0,89,2025-09-22 15:16:50+00:00
10,87,56,0.0,87,2025-09-22 15:16:51+00:00
13,86,56,0.0,86,2025-09-22 15:16:52+00:00
15,85,56,0.0,85,2025-09-22 15:16:53+00:00
12,95,56,0.0,95,2025-09-22 15:16:54+00:00
8,103,56,0.0,103,2025-09-22 15:16:55+00:00
8,105,56,0.0,105,2025-09-22 15:16:56+00:00
10,106,56,0.0,106,2025-09-22 15:16:57+00:00
9,107,56,0.0,107,2025-09-22 15:16:58+00:00
6,108,56,0.0,108,2025-09-22 15:17:00+00:00
7,107,56,0.0,107,2025-09-22 15:17:02+00:00
19,108,56,0.0,108,2025-09-22 15:17:06+00:00
21,109,56,0.0,109,2025-09-22 15:17:07+00:00
17,111,56,0.0,111,2025-09-22 15:17:08+00:00
19,112,56,0.0,112,2025-09-22 15:17:09+00:00
21,113,56,0.0,113,2025-09-22 15:17:10+00:00
