135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
176,73,82,40.0,14.0,73,2025-08-08 11:17:01+00:00
176,74,82,40.0,14.0,74,2025-08-08 11:17:02+00:00
176,74,82,40.0,14.0,74,2025-08-08 11:17:03+00:00
176,75,82,40.0,14.0,75,2025-08-08 11:17:04+00:00
176,76,82,39.0,14.0,76,2025-08-08 11:17:05+00:00
175,77,82,39.0,14.0,77,2025-08-08 11:17:06+00:00
146,78,82,39.0,14.0,78,2025-08-08 11:17:07+00:00
137,79,82,39.0,13.0,79,2025-08-08 11:17:08+00:00
137,79,82,39.0,13.0,79,2025-08-08 11:17:09+00:00
137,79,82,40.0,13.0,79,2025-08-08 11:17:10+00:00
126,80,82,40.0,12.0,80,2025-08-08 11:17:11+00:00
120,81,82,40.0,11.0,81,2025-08-08 11:17:12+00:00
120,81,82,40.0,11.0,81,2025-08-08 11:17:13+00:00
108,80,82,40.0,11.0,80,2025-08-08 11:17:14+00:00
99,77,82,44.0,11.0,77,2025-08-08 11:17:15+00:00
97,76,82,44.0,11.0,76,2025-08-08 11:17:16+00:00
101,77,82,44.0,11.0,77,2025-08-08 11:17:17+00:00
102,78,82,44.0,11.0,78,2025-08-08 11:17:18+00:00
90,77,82,44.0,11.0,77,2025-08-08 11:17:19+00:00
85,80,82,45.0,11.0,80,2025-08-08 11:17:20+00:00
76,79,82,45.0,11.0,79,2025-08-08 11:17:21+00:00
63,78,82,45.0,12.0,78,2025-08-08 11:17:22+00:00
54,84,82,45.0,12.0,84,2025-08-08 11:17:23+00:00
34,92,82,45.0,12.0,92,2025-08-08 11:17:24+00:00
34,92,82,45.0,12.0,92,2025-08-08 11:17:25+00:00
44,93,82,45.0,12.0,93,2025-08-08 11:17:26+00:00
47,91,82,45.0,12.0,91,2025-08-08 11:17:27+00:00
47,88,82,45.0,12.0,88,2025-08-08 11:17:28+00:00
45,85,82,45.0,12.0,85,2025-08-08 11:17:29+00:00
43,82,82,54.0,12.0,82,2025-08-08 11:17:30+00:00
43,80,82,54.0,12.0,80,2025-08-08 11:17:31+00:00
43,80,82,54.0,12.0,80,2025-08-08 11:17:32+00:00
54,79,82,54.0,12.0,79,2025-08-08 11:17:33+00:00
60,78,82,54.0,12.0,78,2025-08-08 11:17:34+00:00
31,64,82,65.0,12.0,64,2025-08-08 11:17:35+00:00
22,59,82,65.0,12.0,59,2025-08-08 11:17:36+00:00
22,57,82,65.0,12.0,57,2025-08-08 11:17:37+00:00
24,56,82,65.0,12.0,56,2025-08-08 11:17:38+00:00
16,55,82,65.0,12.0,55,2025-08-08 11:17:39+00:00
8,53,82,74.0,12.0,53,2025-08-08 11:17:40+00:00
8,53,82,74.0,12.0,53,2025-08-08 11:17:41+00:00
8,53,82,74.0,12.0,53,2025-08-08 11:17:42+00:00
2,52,82,74.0,12.0,52,2025-08-08 11:17:43+00:00
2,52,82,74.0,12.0,52,2025-08-08 11:17:44+00:00
2,52,82,74.0,12.0,52,2025-08-08 11:17:45+00:00
3,53,82,74.0,12.0,53,2025-08-08 11:17:46+00:00
3,53,82,74.0,12.0,53,2025-08-08 11:17:47+00:00
3,53,82,74.0,13.0,53,2025-08-08 11:17:48+00:00
3,53,82,74.0,13.0,53,2025-08-08 11:17:49+00:00
3,53,82,70.0,13.0,53,2025-08-08 11:17:50+00:00
3,53,82,70.0,13.0,53,2025-08-08 11:17:51+00:00
1,49,82,70.0,13.0,49,2025-08-08 11:17:52+00:00
1,49,82,70.0,13.0,49,2025-08-08 11:17:53+00:00
1,49,82,70.0,13.0,49,2025-08-08 11:17:54+00:00
1,49,82,59.0,13.0,49,2025-08-08 11:17:55+00:00
1,50,82,59.0,13.0,50,2025-08-08 11:17:56+00:00
1,51,82,59.0,13.0,51,2025-08-08 11:17:57+00:00
1,51,82,59.0,13.0,51,2025-08-08 11:17:58+00:00
1,51,82,59.0,13.0,51,2025-08-08 11:17:59+00:00
1,51,82,48.0,13.0,51,2025-08-08 11:18:00+00:00
