135,136,143,distance,heart_rate,timestamp
47,56,80,0.0,56,2025-08-07 12:23:12+00:00
95,57,80,0.0,57,2025-08-07 12:23:13+00:00
86,58,80,0.0,58,2025-08-07 12:23:14+00:00
70,57,80,0.0,57,2025-08-07 12:23:16+00:00
48,56,80,0.0,56,2025-08-07 12:23:17+00:00
49,55,80,0.0,55,2025-08-07 12:23:18+00:00
37,53,80,0.0,53,2025-08-07 12:23:20+00:00
36,54,80,0.0,54,2025-08-07 12:23:22+00:00
26,57,80,0.0,57,2025-08-07 12:23:23+00:00
23,58,80,0.0,58,2025-08-07 12:23:24+00:00
6,59,80,0.0,59,2025-08-07 12:23:27+00:00
5,60,80,0.0,60,2025-08-07 12:23:28+00:00
5,61,80,0.0,61,2025-08-07 12:23:29+00:00
25,63,80,0.0,63,2025-08-07 12:23:33+00:00
16,66,80,0.0,66,2025-08-07 12:23:34+00:00
6,69,80,0.0,69,2025-08-07 12:23:35+00:00
6,69,80,0.0,69,2025-08-07 12:23:36+00:00
2,68,80,0.0,68,2025-08-07 12:23:37+00:00
4,67,80,0.0,67,2025-08-07 12:23:55+00:00
3,66,80,0.0,66,2025-08-07 12:23:56+00:00
9,67,80,0.0,67,2025-08-07 12:23:59+00:00
10,68,80,0.0,68,2025-08-07 12:24:00+00:00
3,69,80,0.0,69,2025-08-07 12:24:02+00:00
3,68,80,0.0,68,2025-08-07 12:24:04+00:00
2,67,80,0.0,67,2025-08-07 12:24:08+00:00
4,68,80,0.0,68,2025-08-07 12:24:09+00:00
2,69,80,0.0,69,2025-08-07 12:24:12+00:00
4,68,80,0.0,68,2025-08-07 12:24:15+00:00
8,69,80,0.0,69,2025-08-07 12:24:20+00:00
15,70,80,0.0,70,2025-08-07 12:24:22+00:00
11,71,80,0.0,71,2025-08-07 12:24:23+00:00
8,72,80,0.0,72,2025-08-07 12:24:24+00:00
6,75,80,0.0,75,2025-08-07 12:24:25+00:00
4,77,80,0.0,77,2025-08-07 12:24:26+00:00
10,78,80,0.0,78,2025-08-07 12:24:27+00:00
16,82,80,0.0,82,2025-08-07 12:24:28+00:00
17,91,80,0.0,91,2025-08-07 12:24:29+00:00
16,97,80,0.0,97,2025-08-07 12:24:30+00:00
21,99,80,0.0,99,2025-08-07 12:24:31+00:00
27,100,80,0.0,100,2025-08-07 12:24:32+00:00
32,99,80,0.0,99,2025-08-07 12:24:33+00:00
21,90,80,0.0,90,2025-08-07 12:24:35+00:00
10,83,80,0.0,83,2025-08-07 12:24:36+00:00
11,82,80,0.0,82,2025-08-07 12:24:37+00:00
22,83,80,0.0,83,2025-08-07 12:24:39+00:00
23,84,80,0.0,84,2025-08-07 12:24:43+00:00
29,83,80,0.0,83,2025-08-07 12:24:44+00:00
35,85,80,0.0,85,2025-08-07 12:24:45+00:00
21,84,80,0.0,84,2025-08-07 12:24:47+00:00
6,86,80,0.0,86,2025-08-07 12:24:51+00:00
6,87,80,0.0,87,2025-08-07 12:24:52+00:00
13,88,80,0.0,88,2025-08-07 12:24:53+00:00
29,89,80,0.0,89,2025-08-07 12:24:55+00:00
1,88,80,0.0,88,2025-08-07 12:25:02+00:00
1,89,80,0.0,89,2025-08-07 12:25:03+00:00
0,90,80,0.0,90,2025-08-07 12:25:07+00:00
0,91,80,0.0,91,2025-08-07 12:25:08+00:00
0,92,80,0.0,92,2025-08-07 12:25:09+00:00
0,91,80,0.0,91,2025-08-07 12:25:10+00:00
0,92,80,0.0,92,2025-08-07 12:25:11+00:00
1,93,80,0.0,93,2025-08-07 12:25:18+00:00
3,94,80,0.0,94,2025-08-07 12:25:23+00:00
3,97,80,0.0,97,2025-08-07 12:25:27+00:00
2,98,80,0.0,98,2025-08-07 12:25:28+00:00
4,99,80,0.0,99,2025-08-07 12:25:29+00:00
10,98,80,0.0,98,2025-08-07 12:25:30+00:00
20,96,80,0.0,96,2025-08-07 12:25:32+00:00
20,93,80,0.0,93,2025-08-07 12:25:33+00:00
4,89,80,0.0,89,2025-08-07 12:25:34+00:00
4,89,80,0.0,89,2025-08-07 12:25:35+00:00
3,90,80,0.0,90,2025-08-07 12:25:38+00:00
4,91,80,0.0,91,2025-08-07 12:25:39+00:00
1,93,80,0.0,93,2025-08-07 12:25:40+00:00
1,94,80,0.0,94,2025-08-07 12:25:41+00:00
1,95,80,0.0,95,2025-08-07 12:25:45+00:00
2,94,80,0.0,94,2025-08-07 12:25:51+00:00
1,95,80,0.0,95,2025-08-07 12:25:52+00:00
