135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
47,58,82,24.0,9.0,58,2025-09-04 09:20:14+00:00
47,58,82,23.0,9.0,58,2025-09-04 09:20:15+00:00
47,58,82,23.0,9.0,58,2025-09-04 09:20:16+00:00
47,58,82,23.0,9.0,58,2025-09-04 09:20:17+00:00
39,57,82,23.0,9.0,57,2025-09-04 09:20:18+00:00
43,58,82,23.0,9.0,58,2025-09-04 09:20:19+00:00
43,58,82,23.0,9.0,58,2025-09-04 09:20:20+00:00
43,58,82,23.0,9.0,58,2025-09-04 09:20:21+00:00
43,58,82,23.0,9.0,58,2025-09-04 09:20:22+00:00
62,60,82,23.0,9.0,60,2025-09-04 09:20:23+00:00
67,62,82,23.0,9.0,62,2025-09-04 09:20:24+00:00
71,63,82,22.0,9.0,63,2025-09-04 09:20:25+00:00
72,64,82,22.0,9.0,64,2025-09-04 09:20:26+00:00
65,65,82,22.0,9.0,65,2025-09-04 09:20:27+00:00
65,65,82,22.0,9.0,65,2025-09-04 09:20:28+00:00
68,66,82,22.0,9.0,66,2025-09-04 09:20:29+00:00
66,68,82,20.0,9.0,68,2025-09-04 09:20:30+00:00
64,70,82,20.0,9.0,70,2025-09-04 09:20:31+00:00
64,70,82,20.0,9.0,70,2025-09-04 09:20:32+00:00
63,71,82,20.0,9.0,71,2025-09-04 09:20:33+00:00
59,72,82,20.0,9.0,72,2025-09-04 09:20:34+00:00
61,73,82,20.0,9.0,73,2025-09-04 09:20:35+00:00
61,73,82,20.0,9.0,73,2025-09-04 09:20:36+00:00
61,73,82,20.0,9.0,73,2025-09-04 09:20:37+00:00
61,73,82,20.0,9.0,73,2025-09-04 09:20:38+00:00
71,72,82,20.0,9.0,72,2025-09-04 09:20:39+00:00
75,73,82,19.0,9.0,73,2025-09-04 09:20:40+00:00
73,72,82,19.0,9.0,72,2025-09-04 09:20:41+00:00
61,71,82,19.0,9.0,71,2025-09-04 09:20:42+00:00
51,70,82,19.0,9.0,70,2025-09-04 09:20:43+00:00
43,69,82,19.0,9.0,69,2025-09-04 09:20:44+00:00
