135,136,143,distance,heart_rate,timestamp
18,75,57,0.0,75,2025-10-07 15:21:49+00:00
9,72,57,0.0,72,2025-10-07 15:21:50+00:00
14,73,57,0.0,73,2025-10-07 15:21:51+00:00
11,72,57,0.0,72,2025-10-07 15:21:52+00:00
1,70,57,0.0,70,2025-10-07 15:21:53+00:00
1,69,57,0.0,69,2025-10-07 15:21:54+00:00
3,70,57,0.0,70,2025-10-07 15:21:58+00:00
5,71,57,0.0,71,2025-10-07 15:21:59+00:00
4,72,57,0.0,72,2025-10-07 15:22:00+00:00
0,74,57,0.0,74,2025-10-07 15:22:01+00:00
0,73,57,0.0,73,2025-10-07 15:22:02+00:00
0,72,57,0.0,72,2025-10-07 15:22:04+00:00
3,74,57,0.0,74,2025-10-07 15:22:08+00:00
3,75,57,0.0,75,2025-10-07 15:22:09+00:00
6,74,57,0.0,74,2025-10-07 15:22:11+00:00
9,72,57,0.0,72,2025-10-07 15:22:12+00:00
6,70,57,0.0,70,2025-10-07 15:22:14+00:00
0,71,57,0.0,71,2025-10-07 15:22:15+00:00
0,72,57,0.0,72,2025-10-07 15:22:19+00:00
1,73,57,0.0,73,2025-10-07 15:22:22+00:00
3,72,57,0.0,72,2025-10-07 15:22:23+00:00
4,73,57,0.0,73,2025-10-07 15:22:24+00:00
7,74,57,0.0,74,2025-10-07 15:22:27+00:00
13,75,57,0.0,75,2025-10-07 15:22:28+00:00
18,76,57,0.0,76,2025-10-07 15:22:29+00:00
27,77,57,0.0,77,2025-10-07 15:22:31+00:00
33,78,57,0.0,78,2025-10-07 15:22:32+00:00
41,79,57,0.0,79,2025-10-07 15:22:34+00:00
43,83,57,0.0,83,2025-10-07 15:22:35+00:00
43,83,57,0.0,83,2025-10-07 15:22:36+00:00
32,82,57,0.0,82,2025-10-07 15:22:37+00:00
27,81,57,0.0,81,2025-10-07 15:22:38+00:00
17,80,57,0.0,80,2025-10-07 15:22:39+00:00
21,81,57,0.0,81,2025-10-07 15:22:41+00:00
30,82,57,0.0,82,2025-10-07 15:22:43+00:00
41,81,57,0.0,81,2025-10-07 15:22:45+00:00
53,82,57,0.0,82,2025-10-07 15:22:47+00:00
19,83,57,0.0,83,2025-10-07 15:22:50+00:00
13,84,57,0.0,84,2025-10-07 15:22:51+00:00
8,86,57,0.0,86,2025-10-07 15:22:52+00:00
4,87,57,0.0,87,2025-10-07 15:22:53+00:00
2,90,57,0.0,90,2025-10-07 15:22:54+00:00
6,91,57,0.0,91,2025-10-07 15:22:55+00:00
16,92,57,0.0,92,2025-10-07 15:22:57+00:00
12,91,57,0.0,91,2025-10-07 15:22:58+00:00
26,90,57,0.0,90,2025-10-07 15:23:00+00:00
29,89,57,0.0,89,2025-10-07 15:23:03+00:00
44,88,57,0.0,88,2025-10-07 15:23:05+00:00
52,86,57,0.0,86,2025-10-07 15:23:07+00:00
56,85,57,0.0,85,2025-10-07 15:23:08+00:00
52,84,57,0.0,84,2025-10-07 15:23:09+00:00
43,82,57,0.0,82,2025-10-07 15:23:10+00:00
42,81,57,0.0,81,2025-10-07 15:23:11+00:00
54,83,57,0.0,83,2025-10-07 15:23:15+00:00
47,85,57,0.0,85,2025-10-07 15:23:16+00:00
44,87,57,0.0,87,2025-10-07 15:23:17+00:00
38,89,57,0.0,89,2025-10-07 15:23:18+00:00
10,92,57,0.0,92,2025-10-07 15:23:19+00:00
10,92,57,0.0,92,2025-10-07 15:23:20+00:00
4,93,57,0.0,93,2025-10-07 15:23:26+00:00
28,95,57,0.0,95,2025-10-07 15:23:40+00:00
32,97,57,0.0,97,2025-10-07 15:23:41+00:00
36,98,57,0.0,98,2025-10-07 15:23:42+00:00
35,103,57,0.0,103,2025-10-07 15:23:43+00:00
31,107,57,0.0,107,2025-10-07 15:23:44+00:00
35,108,57,0.0,108,2025-10-07 15:23:45+00:00
34,106,57,0.0,106,2025-10-07 15:23:47+00:00
39,105,57,0.0,105,2025-10-07 15:23:48+00:00
38,104,57,0.0,104,2025-10-07 15:23:49+00:00
40,102,57,0.0,102,2025-10-07 15:23:50+00:00
54,101,57,0.0,101,2025-10-07 15:23:52+00:00
61,100,57,0.0,100,2025-10-07 15:23:53+00:00
70,99,57,0.0,99,2025-10-07 15:23:55+00:00
71,100,57,0.0,100,2025-10-07 15:23:56+00:00
64,101,57,0.0,101,2025-10-07 15:23:57+00:00
28,102,57,0.0,102,2025-10-07 15:23:58+00:00
17,104,57,0.0,104,2025-10-07 15:24:00+00:00
7,106,57,0.0,106,2025-10-07 15:24:01+00:00
4,107,57,0.0,107,2025-10-07 15:24:02+00:00
3,108,57,0.0,108,2025-10-07 15:24:03+00:00
2,109,57,0.0,109,2025-10-07 15:24:04+00:00
4,110,57,0.0,110,2025-10-07 15:24:06+00:00
3,111,57,0.0,111,2025-10-07 15:24:08+00:00
