135,136,143,distance,heart_rate,timestamp
142,79,74,0.0,79,2025-04-29 11:48:43+00:00
123,77,74,0.0,77,2025-04-29 11:48:44+00:00
72,73,74,0.0,73,2025-04-29 11:48:45+00:00
47,71,74,0.0,71,2025-04-29 11:48:46+00:00
26,70,74,0.0,70,2025-04-29 11:48:48+00:00
17,69,74,0.0,69,2025-04-29 11:48:50+00:00
9,68,74,0.0,68,2025-04-29 11:48:51+00:00
3,69,74,0.0,69,2025-04-29 11:48:54+00:00
5,71,74,0.0,71,2025-04-29 11:48:55+00:00
10,73,74,0.0,73,2025-04-29 11:48:56+00:00
8,72,74,0.0,72,2025-04-29 11:48:57+00:00
8,75,74,0.0,75,2025-04-29 11:48:58+00:00
6,83,74,0.0,83,2025-04-29 11:48:59+00:00
4,86,74,0.0,86,2025-04-29 11:49:00+00:00
4,87,74,0.0,87,2025-04-29 11:49:01+00:00
5,88,74,0.0,88,2025-04-29 11:49:02+00:00
5,87,74,0.0,87,2025-04-29 11:49:04+00:00
2,86,74,0.0,86,2025-04-29 11:49:05+00:00
0,85,74,0.0,85,2025-04-29 11:49:06+00:00
0,86,74,0.0,86,2025-04-29 11:49:07+00:00
0,87,74,0.0,87,2025-04-29 11:49:10+00:00
1,88,74,0.0,88,2025-04-29 11:49:14+00:00
1,89,74,0.0,89,2025-04-29 11:49:16+00:00
0,90,74,0.0,90,2025-04-29 11:49:17+00:00
0,91,74,0.0,91,2025-04-29 11:49:18+00:00
0,92,74,0.0,92,2025-04-29 11:49:19+00:00
0,93,74,0.0,93,2025-04-29 11:49:20+00:00
0,94,74,0.0,94,2025-04-29 11:49:21+00:00
0,93,74,0.0,93,2025-04-29 11:49:24+00:00
2,94,74,0.0,94,2025-04-29 11:49:25+00:00
2,94,74,0.0,94,2025-04-29 11:49:26+00:00
0,95,74,0.0,95,2025-04-29 11:49:28+00:00
0,96,74,0.0,96,2025-04-29 11:49:31+00:00
0,95,74,0.0,95,2025-04-29 11:49:32+00:00
0,94,74,0.0,94,2025-04-29 11:49:33+00:00
1,95,74,0.0,95,2025-04-29 11:49:36+00:00
0,97,74,0.0,97,2025-04-29 11:49:39+00:00
0,96,74,0.0,96,2025-04-29 11:49:41+00:00
0,97,74,0.0,97,2025-04-29 11:49:43+00:00
0,96,74,0.0,96,2025-04-29 11:49:44+00:00
0,95,74,0.0,95,2025-04-29 11:49:47+00:00
0,95,74,0.0,95,2025-04-29 11:49:51+00:00
0,94,74,0.0,94,2025-04-29 11:49:56+00:00
0,95,74,0.0,95,2025-04-29 11:50:01+00:00
0,96,74,0.0,96,2025-04-29 11:50:02+00:00
0,97,74,0.0,97,2025-04-29 11:50:03+00:00
0,96,74,0.0,96,2025-04-29 11:50:04+00:00
0,95,74,0.0,95,2025-04-29 11:50:06+00:00
0,96,74,0.0,96,2025-04-29 11:50:10+00:00
1,97,74,0.0,97,2025-04-29 11:50:12+00:00
0,100,74,0.0,100,2025-04-29 11:50:13+00:00
0,102,74,0.0,102,2025-04-29 11:50:14+00:00
0,104,74,0.0,104,2025-04-29 11:50:16+00:00
1,106,74,0.0,106,2025-04-29 11:50:17+00:00
2,107,74,0.0,107,2025-04-29 11:50:19+00:00
3,106,74,0.0,106,2025-04-29 11:50:20+00:00
3,105,74,0.0,105,2025-04-29 11:50:22+00:00
5,104,74,0.0,104,2025-04-29 11:50:23+00:00
5,103,74,0.0,103,2025-04-29 11:50:25+00:00
2,101,74,0.0,101,2025-04-29 11:50:26+00:00
2,100,74,0.0,100,2025-04-29 11:50:27+00:00
10,101,74,0.0,101,2025-04-29 11:50:29+00:00
9,102,74,0.0,102,2025-04-29 11:50:31+00:00
9,103,74,0.0,103,2025-04-29 11:50:32+00:00
10,102,74,0.0,102,2025-04-29 11:50:36+00:00
15,101,74,0.0,101,2025-04-29 11:50:37+00:00
23,100,74,0.0,100,2025-04-29 11:50:39+00:00
27,103,74,0.0,103,2025-04-29 11:50:43+00:00
8,105,74,0.0,105,2025-04-29 11:50:44+00:00
1,106,74,0.0,106,2025-04-29 11:50:46+00:00
0,107,74,0.0,107,2025-04-29 11:50:47+00:00
0,106,74,0.0,106,2025-04-29 11:50:48+00:00
7,107,74,0.0,107,2025-04-29 11:50:50+00:00
1,106,74,0.0,106,2025-04-29 11:50:55+00:00
0,107,74,0.0,107,2025-04-29 11:50:59+00:00
0,109,74,0.0,109,2025-04-29 11:51:02+00:00
2,110,74,0.0,110,2025-04-29 11:51:03+00:00
0,111,74,0.0,111,2025-04-29 11:51:04+00:00
5,112,74,0.0,112,2025-04-29 11:51:07+00:00
16,111,74,0.0,111,2025-04-29 11:51:10+00:00
24,110,74,0.0,110,2025-04-29 11:51:11+00:00
29,108,74,0.0,108,2025-04-29 11:51:12+00:00
30,105,74,0.0,105,2025-04-29 11:51:13+00:00
24,100,74,0.0,100,2025-04-29 11:51:14+00:00
17,96,74,0.0,96,2025-04-29 11:51:15+00:00
12,93,74,0.0,93,2025-04-29 11:51:16+00:00
12,93,74,0.0,93,2025-04-29 11:51:17+00:00
21,92,74,0.0,92,2025-04-29 11:51:20+00:00
31,93,74,0.0,93,2025-04-29 11:51:23+00:00
27,95,74,0.0,95,2025-04-29 11:51:24+00:00
17,97,74,0.0,97,2025-04-29 11:51:25+00:00
