135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
95,66,63,47.0,12.0,66,2025-08-14 12:41:09+00:00
110,67,63,42.0,12.0,67,2025-08-14 12:41:10+00:00
110,67,63,42.0,12.0,67,2025-08-14 12:41:11+00:00
110,67,63,42.0,12.0,67,2025-08-14 12:41:12+00:00
89,68,63,42.0,12.0,68,2025-08-14 12:41:13+00:00
89,68,63,42.0,12.0,68,2025-08-14 12:41:14+00:00
89,68,63,42.0,12.0,68,2025-08-14 12:41:15+00:00
89,68,63,42.0,12.0,68,2025-08-14 12:41:16+00:00
80,69,63,42.0,12.0,69,2025-08-14 12:41:17+00:00
80,69,63,42.0,12.0,69,2025-08-14 12:41:18+00:00
80,69,63,42.0,12.0,69,2025-08-14 12:41:19+00:00
58,70,63,38.0,12.0,70,2025-08-14 12:41:20+00:00
62,71,63,38.0,12.0,71,2025-08-14 12:41:21+00:00
62,71,63,38.0,12.0,71,2025-08-14 12:41:22+00:00
62,71,63,38.0,12.0,71,2025-08-14 12:41:23+00:00
62,71,63,38.0,12.0,71,2025-08-14 12:41:24+00:00
62,71,63,39.0,12.0,71,2025-08-14 12:41:25+00:00
62,71,63,39.0,12.0,71,2025-08-14 12:41:26+00:00
62,71,63,39.0,12.0,71,2025-08-14 12:41:27+00:00
4,70,63,39.0,11.0,70,2025-08-14 12:41:28+00:00
4,70,63,39.0,11.0,70,2025-08-14 12:41:29+00:00
1,69,63,37.0,11.0,69,2025-08-14 12:41:30+00:00
1,68,63,37.0,11.0,68,2025-08-14 12:41:31+00:00
1,67,63,37.0,11.0,67,2025-08-14 12:41:32+00:00
1,67,63,37.0,11.0,67,2025-08-14 12:41:33+00:00
1,66,63,37.0,11.0,66,2025-08-14 12:41:34+00:00
1,66,63,35.0,11.0,66,2025-08-14 12:41:35+00:00
1,64,63,35.0,11.0,64,2025-08-14 12:41:36+00:00
2,63,63,35.0,11.0,63,2025-08-14 12:41:37+00:00
2,61,63,35.0,11.0,61,2025-08-14 12:41:38+00:00
3,60,63,35.0,11.0,60,2025-08-14 12:41:39+00:00
4,58,63,35.0,11.0,58,2025-08-14 12:41:40+00:00
4,57,63,35.0,11.0,57,2025-08-14 12:41:41+00:00
3,56,63,35.0,11.0,56,2025-08-14 12:41:42+00:00
3,55,63,35.0,11.0,55,2025-08-14 12:41:43+00:00
3,55,63,35.0,11.0,55,2025-08-14 12:41:44+00:00
3,55,63,32.0,11.0,55,2025-08-14 12:41:45+00:00
1,54,63,32.0,11.0,54,2025-08-14 12:41:46+00:00
1,54,63,32.0,11.0,54,2025-08-14 12:41:47+00:00
1,54,63,32.0,11.0,54,2025-08-14 12:41:48+00:00
1,54,63,32.0,11.0,54,2025-08-14 12:41:49+00:00
1,54,63,29.0,11.0,54,2025-08-14 12:41:50+00:00
1,54,63,29.0,11.0,54,2025-08-14 12:41:51+00:00
1,54,63,29.0,11.0,54,2025-08-14 12:41:52+00:00
1,55,63,29.0,11.0,55,2025-08-14 12:41:53+00:00
1,55,63,29.0,11.0,55,2025-08-14 12:41:54+00:00
1,55,63,25.0,11.0,55,2025-08-14 12:41:55+00:00
1,55,63,25.0,11.0,55,2025-08-14 12:41:56+00:00
2,56,63,25.0,11.0,56,2025-08-14 12:41:57+00:00
2,56,63,25.0,11.0,56,2025-08-14 12:41:58+00:00
2,56,63,25.0,11.0,56,2025-08-14 12:41:59+00:00
2,55,63,23.0,11.0,55,2025-08-14 12:42:00+00:00
2,55,63,23.0,11.0,55,2025-08-14 12:42:01+00:00
0,54,63,23.0,11.0,54,2025-08-14 12:42:02+00:00
0,54,63,23.0,11.0,54,2025-08-14 12:42:03+00:00
0,54,63,23.0,11.0,54,2025-08-14 12:42:04+00:00
0,54,63,21.0,11.0,54,2025-08-14 12:42:05+00:00
0,54,63,21.0,11.0,54,2025-08-14 12:42:06+00:00
0,54,63,21.0,11.0,54,2025-08-14 12:42:07+00:00
0,54,63,21.0,11.0,54,2025-08-14 12:42:08+00:00
0,54,63,21.0,11.0,54,2025-08-14 12:42:09+00:00
0,54,63,19.0,11.0,54,2025-08-14 12:42:10+00:00
1,55,63,19.0,11.0,55,2025-08-14 12:42:11+00:00
1,54,63,19.0,11.0,54,2025-08-14 12:42:12+00:00
1,54,63,19.0,11.0,54,2025-08-14 12:42:13+00:00
1,54,63,19.0,12.0,54,2025-08-14 12:42:14+00:00
1,54,63,17.0,12.0,54,2025-08-14 12:42:15+00:00
1,53,63,17.0,12.0,53,2025-08-14 12:42:16+00:00
1,53,63,17.0,12.0,53,2025-08-14 12:42:17+00:00
1,53,63,17.0,12.0,53,2025-08-14 12:42:18+00:00
1,53,63,17.0,12.0,53,2025-08-14 12:42:19+00:00
1,53,63,15.0,12.0,53,2025-08-14 12:42:20+00:00
1,52,63,15.0,13.0,52,2025-08-14 12:42:21+00:00
1,53,63,15.0,13.0,53,2025-08-14 12:42:22+00:00
1,53,63,15.0,13.0,53,2025-08-14 12:42:23+00:00
1,52,63,15.0,13.0,52,2025-08-14 12:42:24+00:00
1,53,63,13.0,13.0,53,2025-08-14 12:42:25+00:00
1,53,63,13.0,13.0,53,2025-08-14 12:42:26+00:00
1,52,63,13.0,14.0,52,2025-08-14 12:42:27+00:00
1,53,63,13.0,14.0,53,2025-08-14 12:42:28+00:00
1,53,63,13.0,14.0,53,2025-08-14 12:42:29+00:00
1,53,63,11.0,15.0,53,2025-08-14 12:42:30+00:00
1,52,63,11.0,15.0,52,2025-08-14 12:42:31+00:00
1,53,63,11.0,15.0,53,2025-08-14 12:42:32+00:00
1,53,63,11.0,17.0,53,2025-08-14 12:42:33+00:00
1,52,63,11.0,17.0,52,2025-08-14 12:42:34+00:00
1,53,63,10.0,18.0,53,2025-08-14 12:42:35+00:00
1,53,63,10.0,18.0,53,2025-08-14 12:42:36+00:00
1,52,63,10.0,18.0,52,2025-08-14 12:42:37+00:00
1,53,63,10.0,19.0,53,2025-08-14 12:42:38+00:00
1,53,63,10.0,19.0,53,2025-08-14 12:42:39+00:00
1,52,63,9.0,19.0,52,2025-08-14 12:42:40+00:00
1,53,63,9.0,19.0,53,2025-08-14 12:42:41+00:00
1,53,63,9.0,19.0,53,2025-08-14 12:42:42+00:00
1,52,63,9.0,20.0,52,2025-08-14 12:42:43+00:00
1,53,63,9.0,20.0,53,2025-08-14 12:42:44+00:00
1,53,63,9.0,20.0,53,2025-08-14 12:42:45+00:00
