107,135,136,143,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,timestamp
1,1,112,91,2059.98,104.0,4.469,112,543541388,222931802,2025-07-14 04:45:12+00:00
1,1,112,91,2086.26,108.39999999999998,4.936,112,543540193,222935432,2025-07-14 04:45:17+00:00
1,1,113,91,2091.99,109.20000000000005,5.3,113,543539986,222936312,2025-07-14 04:45:18+00:00
1,0,116,91,2112.82,110.20000000000005,5.533,116,543539499,222939175,2025-07-14 04:45:21+00:00
1,0,117,91,2129.4,110.20000000000005,5.412,117,543539122,222941796,2025-07-14 04:45:24+00:00
1,0,117,91,2159.65,106.39999999999998,5.561,117,543538394,222946186,2025-07-14 04:45:29+00:00
1,1,119,91,2202.99,104.20000000000005,6.149,119,543537599,222952775,2025-07-14 04:45:36+00:00
1,2,122,91,2249.61,98.39999999999998,5.925,122,543536713,222959707,2025-07-14 04:45:43+00:00
1,1,123,91,2292.77,99.79999999999995,6.168,123,543535640,222966106,2025-07-14 04:45:50+00:00
1,1,124,91,2344.05,98.79999999999995,4.712,124,543534353,222973772,2025-07-14 04:45:59+00:00
1,1,123,91,2355.0,99.39999999999998,1.885,123,543534034,222975233,2025-07-14 04:46:03+00:00
1,4,120,91,2366.79,98.0,4.18,120,543533603,222977056,2025-07-14 04:46:07+00:00
1,6,119,91,2371.13,97.39999999999998,4.329,119,543533470,222977704,2025-07-14 04:46:08+00:00
1,5,116,91,2381.07,97.20000000000005,4.759,116,543533172,222979150,2025-07-14 04:46:10+00:00
1,9,119,91,2403.36,96.79999999999995,5.636,119,543532631,222982482,2025-07-14 04:46:14+00:00
1,1,122,91,2409.08,96.60000000000002,5.654,122,543532505,222983336,2025-07-14 04:46:15+00:00
1,0,125,91,2421.01,97.39999999999998,5.869,125,543532217,222985111,2025-07-14 04:46:17+00:00
1,0,128,91,2451.65,98.20000000000005,5.962,128,543531563,222989675,2025-07-14 04:46:22+00:00
1,0,128,91,2457.72,98.60000000000002,6.065,128,543531446,222990601,2025-07-14 04:46:23+00:00
1,1,130,91,2507.13,99.79999999999995,6.13,130,543530047,222997843,2025-07-14 04:46:31+00:00
1,1,130,91,2543.87,98.60000000000002,6.074,130,543528903,223003208,2025-07-14 04:46:37+00:00
1,1,129,91,2592.36,97.0,5.841,129,543527442,223010400,2025-07-14 04:46:45+00:00
1,1,129,91,2630.04,97.39999999999998,5.365,129,543526610,223015975,2025-07-14 04:46:51+00:00
1,1,128,91,2666.95,96.39999999999998,5.617,128,543525824,223021471,2025-07-14 04:46:58+00:00
1,1,127,91,2672.46,96.60000000000002,5.72,127,543525700,223022310,2025-07-14 04:46:59+00:00
1,0,123,91,2684.06,96.0,5.71,123,543525433,223024053,2025-07-14 04:47:01+00:00
1,0,121,91,2718.42,94.60000000000002,5.216,121,543524635,223029156,2025-07-14 04:47:07+00:00
1,0,122,91,2737.94,93.20000000000005,4.637,122,543524035,223032109,2025-07-14 04:47:11+00:00
1,0,121,91,2742.21,93.0,4.46,121,543523550,223032374,2025-07-14 04:47:12+00:00
1,0,118,91,2755.72,92.60000000000002,4.339,118,543522105,223032005,2025-07-14 04:47:15+00:00
1,0,115,91,2764.66,92.79999999999995,4.749,115,543521164,223032017,2025-07-14 04:47:17+00:00
1,0,113,91,2778.4,91.60000000000002,4.665,113,543519681,223031781,2025-07-14 04:47:20+00:00
1,1,116,91,2793.24,89.60000000000002,4.936,116,543518073,223031285,2025-07-14 04:47:23+00:00
1,0,118,91,2816.57,88.20000000000005,5.925,118,543515551,223030508,2025-07-14 04:47:27+00:00
1,0,118,91,2847.55,88.39999999999998,5.72,118,543512397,223029867,2025-07-14 04:47:32+00:00
1,1,120,91,2864.71,87.60000000000002,3.228,120,543510749,223028688,2025-07-14 04:47:36+00:00
1,1,119,91,2890.05,95.79999999999995,4.488,119,543508416,223027003,2025-07-14 04:47:41+00:00
1,0,116,91,2903.27,96.0,4.171,116,543507040,223026404,2025-07-14 04:47:44+00:00
1,1,118,91,2917.21,95.0,4.488,118,543505607,223025715,2025-07-14 04:47:47+00:00
1,1,120,91,2928.68,96.20000000000005,3.508,120,543504461,223026076,2025-07-14 04:47:50+00:00
1,0,123,91,2934.68,95.60000000000002,2.967,123,543504147,223026866,2025-07-14 04:47:52+00:00
1,0,123,91,2942.63,96.20000000000005,3.788,123,543503704,223027922,2025-07-14 04:47:54+00:00
1,1,122,91,2955.78,97.79999999999995,4.665,122,543503151,223029779,2025-07-14 04:47:57+00:00
1,0,120,90,2970.43,100.20000000000005,5.216,120,543502611,223031886,2025-07-14 04:48:00+00:00
1,1,119,90,2997.98,104.60000000000002,4.161,119,543501367,223035875,2025-07-14 04:48:06+00:00
1,1,118,90,3007.05,105.60000000000002,3.154,118,543500703,223036550,2025-07-14 04:48:08+00:00
1,1,118,90,3010.28,107.60000000000002,4.273,118,543500282,223036380,2025-07-14 04:48:09+00:00
1,1,114,90,3016.45,109.39999999999998,3.135,114,543499593,223036092,2025-07-14 04:48:11+00:00
1,1,111,90,3021.76,111.39999999999998,1.484,111,543499059,223036032,2025-07-14 04:48:13+00:00
1,1,110,90,3033.54,117.0,3.667,110,543497177,223036439,2025-07-14 04:48:17+00:00
1,2,109,90,3053.25,123.20000000000005,1.008,109,543495034,223036872,2025-07-14 04:48:23+00:00
1,1,106,90,3059.29,128.0,0.196,106,543494584,223036436,2025-07-14 04:48:26+00:00
1,1,104,90,3061.31,129.79999999999995,0.821,104,543494289,223036721,2025-07-14 04:48:29+00:00
1,1,104,90,3061.31,130.0,0.551,104,543494240,223036815,2025-07-14 04:48:30+00:00
