107,135,136,143,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,timestamp
0,50,84,63,0.0,151.39999999999998,0.858,84,543605177,222663563,2025-05-28 14:58:27+00:00
1,34,86,63,4.09,151.39999999999998,2.127,86,543604900,222663111,2025-05-28 14:58:28+00:00
1,28,87,63,4.09,135.60000000000002,2.174,87,543603743,222662788,2025-05-28 14:58:31+00:00
1,10,91,63,9.3,123.39999999999998,1.913,91,543604329,222662879,2025-05-28 14:58:35+00:00
1,6,93,63,10.25,122.0,1.624,93,543604458,222663013,2025-05-28 14:58:36+00:00
1,4,97,63,14.1,117.60000000000002,2.585,97,543604385,222663692,2025-05-28 14:58:38+00:00
1,4,97,63,19.65,112.0,3.051,97,543604364,222664627,2025-05-28 14:58:41+00:00
1,16,95,63,47.22,111.60000000000002,3.126,95,543604034,222668667,2025-05-28 14:58:47+00:00
1,18,94,63,56.73,115.0,3.07,94,543604429,222669939,2025-05-28 14:58:50+00:00
1,19,95,63,59.45,114.79999999999995,3.088,95,543604726,222669992,2025-05-28 14:58:51+00:00
1,7,93,63,72.12,113.60000000000002,4.068,93,543606130,222669875,2025-05-28 14:58:55+00:00
1,21,92,62,98.71,110.39999999999998,4.301,92,543608776,222669485,2025-05-28 14:59:01+00:00
1,16,89,62,106.78,107.39999999999998,4.637,89,543609609,222669343,2025-05-28 14:59:03+00:00
1,9,87,62,126.73,104.79999999999995,5.925,87,543611857,222668854,2025-05-28 14:59:07+00:00
1,12,86,62,164.95,102.0,6.41,86,543615825,222667554,2025-05-28 14:59:13+00:00
1,24,83,62,196.45,101.39999999999998,6.0,83,543619141,222666244,2025-05-28 14:59:18+00:00
1,24,83,62,203.03,100.79999999999995,5.645,83,543619760,222666134,2025-05-28 14:59:19+00:00
1,24,83,62,208.35,100.20000000000005,5.207,83,543620285,222665959,2025-05-28 14:59:20+00:00
1,24,83,62,214.01,99.60000000000002,4.992,83,543620778,222665651,2025-05-28 14:59:21+00:00
1,43,82,62,224.89,95.60000000000002,4.05,82,543622008,222665455,2025-05-28 14:59:24+00:00
1,43,82,62,241.04,95.0,4.385,82,543623358,222667065,2025-05-28 14:59:28+00:00
1,65,81,62,272.11,92.0,4.927,81,543625824,222670254,2025-05-28 14:59:35+00:00
1,43,84,62,285.27,90.0,4.768,84,543626934,222671580,2025-05-28 14:59:38+00:00
1,25,87,62,294.51,89.0,4.973,87,543627683,222672597,2025-05-28 14:59:40+00:00
1,15,89,62,314.61,88.20000000000005,4.843,89,543629267,222674744,2025-05-28 14:59:44+00:00
1,19,92,62,338.2,88.39999999999998,3.732,92,543631113,222677145,2025-05-28 14:59:49+00:00
1,19,92,62,345.53,88.79999999999995,3.256,92,543631663,222677894,2025-05-28 14:59:51+00:00
1,28,94,62,368.98,88.79999999999995,4.46,94,543633838,222679760,2025-05-28 14:59:57+00:00
1,28,94,62,373.62,89.60000000000002,4.609,94,543634110,222680411,2025-05-28 14:59:58+00:00
1,27,95,62,382.53,90.39999999999998,4.535,95,543634332,222681754,2025-05-28 15:00:00+00:00
1,25,96,62,387.28,91.20000000000005,4.292,96,543634219,222682427,2025-05-28 15:00:01+00:00
1,5,95,62,407.2,92.60000000000002,4.003,95,543633344,222685163,2025-05-28 15:00:06+00:00
1,3,98,62,433.26,92.79999999999995,4.441,98,543632298,222688881,2025-05-28 15:00:12+00:00
1,1,101,62,437.6,92.60000000000002,4.609,101,543632139,222689525,2025-05-28 15:00:13+00:00
1,2,102,62,441.96,92.79999999999995,4.647,102,543631945,222690167,2025-05-28 15:00:14+00:00
1,1,105,62,456.9,92.60000000000002,4.675,105,543631363,222692257,2025-05-28 15:00:17+00:00
1,1,105,62,484.43,92.39999999999998,4.395,105,543630304,222696223,2025-05-28 15:00:23+00:00
1,1,103,62,522.35,91.79999999999995,4.74,103,543628694,222701416,2025-05-28 15:00:31+00:00
1,1,101,62,555.88,92.60000000000002,4.843,101,543626856,222705861,2025-05-28 15:00:38+00:00
1,1,98,62,579.34,92.79999999999995,4.992,98,543625713,222709085,2025-05-28 15:00:44+00:00
1,1,98,62,589.57,93.79999999999995,4.889,98,543625330,222710540,2025-05-28 15:00:46+00:00
1,0,99,62,635.52,94.20000000000005,5.057,99,543624309,222717426,2025-05-28 15:00:54+00:00
1,1,100,62,670.02,95.60000000000002,5.085,100,543623263,222722518,2025-05-28 15:01:01+00:00
1,6,100,62,695.91,94.39999999999998,4.731,100,543622619,222726307,2025-05-28 15:01:06+00:00
1,5,98,62,705.46,94.20000000000005,4.619,98,543622623,222727762,2025-05-28 15:01:08+00:00
1,2,97,62,742.41,94.0,4.805,97,543622068,222733282,2025-05-28 15:01:16+00:00
1,3,94,62,760.46,92.20000000000005,4.936,94,543621608,222736048,2025-05-28 15:01:20+00:00
1,1,88,62,770.73,91.60000000000002,5.039,88,543621282,222737544,2025-05-28 15:01:22+00:00
1,0,86,62,780.56,91.20000000000005,4.889,86,543621097,222739093,2025-05-28 15:01:24+00:00
1,0,87,62,799.19,90.0,3.49,87,543620458,222741450,2025-05-28 15:01:28+00:00
1,0,87,62,802.06,89.79999999999995,3.564,87,543620163,222741678,2025-05-28 15:01:29+00:00
1,2,86,62,816.58,90.60000000000002,4.665,86,543619141,222743498,2025-05-28 15:01:33+00:00
1,3,89,62,845.18,91.0,5.085,89,543617823,222747415,2025-05-28 15:01:39+00:00
1,2,92,62,850.0,91.20000000000005,5.076,92,543617592,222748090,2025-05-28 15:01:40+00:00
1,1,95,62,859.98,91.60000000000002,5.048,95,543617135,222749489,2025-05-28 15:01:42+00:00
1,2,95,62,917.16,92.20000000000005,5.328,95,543614498,222757368,2025-05-28 15:01:53+00:00
1,1,98,62,922.67,92.20000000000005,5.337,98,543614259,222758116,2025-05-28 15:01:54+00:00
1,1,101,62,943.19,91.60000000000002,5.412,101,543613348,222761011,2025-05-28 15:01:58+00:00
1,1,99,62,975.42,90.39999999999998,5.458,99,543612064,222765584,2025-05-28 15:02:04+00:00
1,0,96,62,981.11,90.60000000000002,5.412,96,543611829,222766360,2025-05-28 15:02:06+00:00
1,0,95,62,1025.41,91.20000000000005,5.626,95,543609943,222772575,2025-05-28 15:02:13+00:00
1,0,98,62,1077.29,90.79999999999995,5.682,98,543607793,222779875,2025-05-28 15:02:22+00:00
1,0,99,62,1088.52,90.39999999999998,5.776,99,543607321,222781486,2025-05-28 15:02:24+00:00
1,1,101,62,1152.64,90.79999999999995,5.962,101,543604814,222790579,2025-05-28 15:02:35+00:00
1,1,101,62,1164.18,90.79999999999995,5.878,101,543604376,222792238,2025-05-28 15:02:37+00:00
1,1,97,62,1204.9,90.39999999999998,5.822,97,543602833,222798088,2025-05-28 15:02:44+00:00
1,0,96,62,1240.58,90.20000000000005,5.804,96,543601562,222803169,2025-05-28 15:02:50+00:00
1,0,96,61,1299.31,91.20000000000005,6.037,96,543599438,222811677,2025-05-28 15:03:00+00:00
1,0,99,61,1341.65,91.39999999999998,6.028,99,543597925,222817753,2025-05-28 15:03:07+00:00
1,0,99,61,1354.13,91.39999999999998,6.252,99,543597505,222819574,2025-05-28 15:03:09+00:00
1,0,99,61,1396.51,91.20000000000005,5.626,99,543596068,222825682,2025-05-28 15:03:16+00:00
1,2,95,61,1420.03,90.0,4.497,95,543595623,222829292,2025-05-28 15:03:21+00:00
1,1,92,61,1430.61,88.79999999999995,3.415,92,543595253,222830815,2025-05-28 15:03:24+00:00
1,1,92,61,1433.7,88.60000000000002,3.116,92,543594897,222830821,2025-05-28 15:03:25+00:00
1,1,89,61,1440.23,87.79999999999995,3.051,89,543594306,222830348,2025-05-28 15:03:28+00:00
1,1,88,61,1446.7,87.60000000000002,3.378,88,543593726,222829812,2025-05-28 15:03:29+00:00
1,1,87,61,1468.21,87.79999999999995,4.152,87,543591472,222828994,2025-05-28 15:03:35+00:00
1,1,88,61,1493.74,88.60000000000002,4.413,88,543588796,222828068,2025-05-28 15:03:41+00:00
1,1,87,61,1502.61,88.0,4.488,87,543587783,222827912,2025-05-28 15:03:43+00:00
1,2,85,61,1516.03,88.0,4.264,85,543586326,222828395,2025-05-28 15:03:46+00:00
1,3,87,61,1526.09,88.39999999999998,4.591,87,543585992,222829811,2025-05-28 15:03:48+00:00
1,3,92,61,1529.66,88.20000000000005,3.406,92,543585882,222830299,2025-05-28 15:03:49+00:00
1,3,93,61,1539.71,88.79999999999995,5.151,93,543585559,222831822,2025-05-28 15:03:51+00:00
1,1,92,61,1550.0,89.0,5.085,92,543585238,222833300,2025-05-28 15:03:53+00:00
1,1,94,61,1581.58,90.60000000000002,5.076,94,543584304,222837934,2025-05-28 15:03:59+00:00
1,3,96,61,1586.67,90.39999999999998,5.011,96,543584072,222838632,2025-05-28 15:04:00+00:00
1,3,99,61,1591.68,90.39999999999998,4.955,99,543583842,222839326,2025-05-28 15:04:01+00:00
