14,2,category,category_subtype,duration,message_index,repetitions,set_type,start_time,timestamp,weight,weight_display_unit,wkt_step_index
0,"[255, 255]","['run_indoor', 'run_indoor']","[0, 0]",300.0,0,,active,2025-09-29 13:55:26+00:00,2025-09-29 13:55:26+00:00,0.0,kilogram,0
1,"[255, 255]","['warm_up', 'warm_up']","[34, 34]",243.034,1,,active,2025-09-29 14:00:26+00:00,2025-09-29 13:55:26+00:00,0.0,kilogram,1
2,"[255, 255]","['lunge', 'lunge']","[82, 82]",103.158,2,10,active,2025-09-29 14:04:29+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,2
,,,,60.342,3,,rest,2025-09-29 14:06:13+00:00,2025-09-29 13:55:26+00:00,,,3
3,"[255, 255]","['lunge', 'lunge']","[82, 82]",100.391,4,10,active,2025-09-29 14:07:13+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,2
,,,,60.293,5,,rest,2025-09-29 14:08:53+00:00,2025-09-29 13:55:26+00:00,,,3
4,"[255, 255]","['lunge', 'lunge']","[82, 82]",99.121,6,10,active,2025-09-29 14:09:54+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,2
,,,,90.482,7,,rest,2025-09-29 14:11:33+00:00,2025-09-29 13:55:26+00:00,,,3
5,"[255, 255]","['squat', 'squat']","[37, 37]",63.966,8,12,active,2025-09-29 14:13:03+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,5
,,,,45.538,9,,rest,2025-09-29 14:14:07+00:00,2025-09-29 13:55:26+00:00,,,6
6,"[255, 255]","['squat', 'squat']","[37, 37]",52.239,10,12,active,2025-09-29 14:14:53+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,5
,,,,45.499,11,,rest,2025-09-29 14:15:45+00:00,2025-09-29 13:55:26+00:00,,,6
7,"[255, 255]","['squat', 'squat']","[37, 37]",52.945,12,12,active,2025-09-29 14:16:30+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,5
,,,,150.607,13,,rest,2025-09-29 14:17:23+00:00,2025-09-29 13:55:26+00:00,,,6
8,"[255, 255]","['squat', 'squat']","[0, 0]",63.507,14,10,active,2025-09-29 14:19:54+00:00,2025-09-29 13:55:26+00:00,30.0,kilogram,8
,,,,45.541,15,,rest,2025-09-29 14:20:57+00:00,2025-09-29 13:55:26+00:00,,,9
9,"[255, 255]","['squat', 'squat']","[0, 0]",73.199,16,10,active,2025-09-29 14:21:43+00:00,2025-09-29 13:55:26+00:00,30.0,kilogram,8
,,,,45.321,17,,rest,2025-09-29 14:22:56+00:00,2025-09-29 13:55:26+00:00,,,9
10,"[255, 255]","['squat', 'squat']","[0, 0]",69.203,18,10,active,2025-09-29 14:23:42+00:00,2025-09-29 13:55:26+00:00,30.0,kilogram,8
,,,,45.222,19,,rest,2025-09-29 14:24:51+00:00,2025-09-29 13:55:26+00:00,,,9
11,"[255, 255]","['squat', 'squat']","[0, 0]",63.66,20,10,active,2025-09-29 14:25:36+00:00,2025-09-29 13:55:26+00:00,30.0,kilogram,8
,,,,482.252,21,,rest,2025-09-29 14:26:40+00:00,2025-09-29 13:55:26+00:00,,,9
12,"[255, 255]","['crunch', 'crunch']","[33, 33]",42.563,22,12,active,2025-09-29 14:34:42+00:00,2025-09-29 13:55:26+00:00,25.0,kilogram,11
,,,,45.354,23,,rest,2025-09-29 14:35:24+00:00,2025-09-29 13:55:26+00:00,,,12
13,"[255, 255]","['crunch', 'crunch']","[33, 33]",45.394,24,12,active,2025-09-29 14:36:10+00:00,2025-09-29 13:55:26+00:00,25.0,kilogram,11
,,,,45.392,25,,rest,2025-09-29 14:36:55+00:00,2025-09-29 13:55:26+00:00,,,12
14,"[255, 255]","['crunch', 'crunch']","[33, 33]",51.442,26,12,active,2025-09-29 14:37:41+00:00,2025-09-29 13:55:26+00:00,25.0,kilogram,11
,,,,267.648,27,,rest,2025-09-29 14:38:32+00:00,2025-09-29 13:55:26+00:00,,,12
15,"[255, 255]","['hyperextension', 'hyperextension']",,137.997,28,12,active,2025-09-29 14:43:00+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,14
,,,,60.401,29,,rest,2025-09-29 14:45:18+00:00,2025-09-29 13:55:26+00:00,,,15
16,"[255, 255]","['hyperextension', 'hyperextension']",,49.921,30,12,active,2025-09-29 14:46:18+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,14
,,,,120.532,31,,rest,2025-09-29 14:47:08+00:00,2025-09-29 13:55:26+00:00,,,15
17,"[255, 255]","['hyperextension', 'hyperextension']",,122.766,32,12,active,2025-09-29 14:49:09+00:00,2025-09-29 13:55:26+00:00,5.0,kilogram,14
,,,,295.634,33,,rest,2025-09-29 14:51:11+00:00,2025-09-29 13:55:26+00:00,,,15
18,"[255, 255]","['run_indoor', 'run_indoor']","[0, 0]",900.0,34,,active,2025-09-29 14:56:07+00:00,2025-09-29 13:55:26+00:00,0.0,kilogram,17
19,"[255, 255]","['sit_up', 'sit_up']","[37, 37]",390.728,35,5,active,2025-09-29 15:11:53+00:00,2025-09-29 13:55:26+00:00,,kilogram,18
20,"[255, 255]","['warm_up', 'warm_up']","[34, 34]",180.0,36,,active,2025-09-29 15:18:24+00:00,2025-09-29 13:55:26+00:00,0.0,kilogram,19
,,,,4.784,37,,rest,2025-09-29 15:21:27+00:00,2025-09-29 13:55:26+00:00,,,12
,,,,7.429,38,,rest,2025-09-29 15:21:32+00:00,2025-09-29 13:55:26+00:00,,,
