107,135,136,143,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,timestamp
0,3,72,52,0.0,89.79999999999995,0.271,72,543651878,222704913,2025-06-19 16:11:38+00:00
1,3,72,52,0.0,90.0,2.174,72,543651890,222704975,2025-06-19 16:11:39+00:00
1,3,72,52,4.43,88.79999999999995,1.903,72,543651567,222705447,2025-06-19 16:11:41+00:00
1,20,77,52,20.01,86.60000000000002,2.566,77,543650889,222707525,2025-06-19 16:11:47+00:00
1,7,82,52,21.49,86.39999999999998,2.239,82,543650805,222707715,2025-06-19 16:11:48+00:00
1,4,83,52,33.77,86.39999999999998,3.256,83,543650415,222709544,2025-06-19 16:11:52+00:00
1,1,82,52,64.97,85.39999999999998,3.583,82,543649606,222714146,2025-06-19 16:12:01+00:00
1,1,80,52,86.51,86.20000000000005,3.424,80,543649105,222717427,2025-06-19 16:12:07+00:00
1,1,81,52,104.47,87.60000000000002,3.34,81,543648317,222719882,2025-06-19 16:12:12+00:00
1,0,79,52,126.01,88.20000000000005,3.406,79,543647128,222722599,2025-06-19 16:12:19+00:00
1,1,77,52,151.19,86.39999999999998,3.956,77,543646237,222726334,2025-06-19 16:12:26+00:00
1,1,81,52,167.94,86.20000000000005,3.611,81,543645696,222728672,2025-06-19 16:12:30+00:00
1,1,84,52,181.44,87.20000000000005,3.172,84,543645434,222730748,2025-06-19 16:12:34+00:00
1,1,84,52,197.85,87.0,2.976,84,543644731,222732875,2025-06-19 16:12:39+00:00
1,14,84,52,215.72,85.60000000000002,4.843,84,543643656,222735158,2025-06-19 16:12:44+00:00
1,25,83,52,245.58,84.39999999999998,6.009,83,543642186,222739241,2025-06-19 16:12:49+00:00
1,27,77,52,289.45,86.0,4.945,77,543640395,222745463,2025-06-19 16:12:57+00:00
1,26,74,52,300.11,85.39999999999998,4.805,74,543640029,222746942,2025-06-19 16:12:59+00:00
1,39,75,52,328.35,86.0,4.647,75,543638909,222750918,2025-06-19 16:13:05+00:00
1,35,79,52,346.67,85.39999999999998,4.628,79,543638133,222753518,2025-06-19 16:13:09+00:00
1,28,82,52,351.17,85.20000000000005,4.6,82,543637972,222754176,2025-06-19 16:13:10+00:00
1,16,86,52,355.84,85.20000000000005,4.749,86,543637744,222754827,2025-06-19 16:13:11+00:00
1,6,89,52,360.51,85.20000000000005,4.768,89,543637527,222755490,2025-06-19 16:13:12+00:00
1,4,90,52,370.14,85.20000000000005,4.731,90,543637112,222756842,2025-06-19 16:13:14+00:00
1,12,92,52,408.1,83.79999999999995,4.768,92,543635611,222762215,2025-06-19 16:13:22+00:00
1,13,88,52,427.69,84.60000000000002,4.787,88,543634822,222764973,2025-06-19 16:13:26+00:00
1,9,85,52,437.34,84.20000000000005,4.833,85,543634415,222766331,2025-06-19 16:13:28+00:00
1,5,82,52,451.74,83.60000000000002,4.917,82,543633824,222768401,2025-06-19 16:13:31+00:00
1,5,82,52,456.84,84.20000000000005,4.815,82,543633612,222769113,2025-06-19 16:13:32+00:00
1,2,84,52,516.59,86.39999999999998,4.889,84,543631204,222777550,2025-06-19 16:13:44+00:00
1,1,87,52,526.41,86.20000000000005,4.964,87,543630816,222778952,2025-06-19 16:13:46+00:00
1,1,89,52,576.48,86.20000000000005,5.113,89,543628927,222786117,2025-06-19 16:13:56+00:00
1,1,90,52,631.37,85.20000000000005,5.123,90,543626957,222793978,2025-06-19 16:14:07+00:00
1,2,91,52,682.21,84.79999999999995,5.076,91,543625175,222801373,2025-06-19 16:14:17+00:00
1,0,92,52,740.64,86.0,5.235,92,543623044,222809761,2025-06-19 16:14:28+00:00
1,1,92,52,793.06,87.39999999999998,5.216,92,543621110,222817280,2025-06-19 16:14:38+00:00
1,1,94,52,856.78,87.20000000000005,5.365,94,543618854,222826445,2025-06-19 16:14:50+00:00
1,1,95,52,909.78,87.60000000000002,5.346,95,543617031,222834122,2025-06-19 16:15:00+00:00
1,0,96,52,965.02,86.79999999999995,5.533,96,543615142,222842129,2025-06-19 16:15:10+00:00
1,0,93,52,1002.94,86.39999999999998,5.328,93,543613944,222847659,2025-06-19 16:15:17+00:00
1,1,91,52,1023.69,87.60000000000002,5.384,91,543613356,222850740,2025-06-19 16:15:21+00:00
1,0,89,52,1076.19,87.79999999999995,5.011,89,543611797,222858428,2025-06-19 16:15:31+00:00
1,0,86,52,1086.26,88.0,5.235,86,543611553,222859941,2025-06-19 16:15:33+00:00
1,0,87,52,1117.65,86.79999999999995,5.328,87,543610809,222864633,2025-06-19 16:15:39+00:00
1,0,90,52,1133.96,86.60000000000002,5.253,90,543610428,222867061,2025-06-19 16:15:42+00:00
1,1,90,52,1164.49,86.60000000000002,5.141,90,543609653,222871571,2025-06-19 16:15:48+00:00
1,1,94,52,1205.88,87.39999999999998,5.384,94,543608748,222877777,2025-06-19 16:15:56+00:00
1,1,94,52,1211.49,87.20000000000005,5.365,94,543608635,222878598,2025-06-19 16:15:57+00:00
