107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,49,63,56,85,0.0,0.0,88.39999999999998,1.614,0.5,63,543574471,223046715,2025-05-08 16:00:38+00:00
1,56,63,56,85,0.0,2.49,88.60000000000002,2.202,0.5,63,543574715,223046673,2025-05-08 16:00:39+00:00
1,52,67,56,93,0.0,9.14,89.79999999999995,2.034,0.5,67,543575482,223046616,2025-05-08 16:00:42+00:00
1,51,69,56,82,0.0,11.76,90.0,2.034,0.0,69,543575735,223046560,2025-05-08 16:00:43+00:00
1,49,73,56,82,0.0,18.08,89.39999999999998,2.669,0.0,73,543576390,223046647,2025-05-08 16:00:45+00:00
1,50,78,56,83,0.0,23.92,89.20000000000005,2.976,0.5,78,543576937,223047163,2025-05-08 16:00:47+00:00
1,50,81,56,83,0.0,27.09,88.60000000000002,2.986,0.5,81,543577234,223047401,2025-05-08 16:00:48+00:00
1,50,81,56,83,0.0,31.39,88.0,2.986,0.5,81,543577582,223047870,2025-05-08 16:00:49+00:00
1,50,84,56,85,0.0,35.91,88.0,3.079,0.0,84,543577863,223048326,2025-05-08 16:00:50+00:00
1,49,89,56,90,0.0,44.31,88.20000000000005,3.835,0.0,89,543578343,223049307,2025-05-08 16:00:52+00:00
1,50,94,56,91,0.0,51.24,88.60000000000002,3.984,0.0,94,543578758,223050173,2025-05-08 16:00:54+00:00
1,51,97,56,91,0.0,54.35,88.79999999999995,3.947,0.0,97,543578947,223050582,2025-05-08 16:00:55+00:00
1,52,102,56,90,0.0,60.47,88.79999999999995,3.798,0.0,102,543579271,223051377,2025-05-08 16:00:57+00:00
1,53,106,56,88,0.0,67.59,88.79999999999995,3.658,0.5,106,543579651,223052359,2025-05-08 16:00:59+00:00
1,55,110,56,88,0.0,74.44,88.79999999999995,3.62,0.5,110,543580050,223053238,2025-05-08 16:01:01+00:00
1,56,112,56,88,0.0,78.07,88.79999999999995,3.592,0.5,112,543580276,223053751,2025-05-08 16:01:02+00:00
1,55,115,56,90,0.0,85.09,89.0,3.564,0.5,115,543580637,223054613,2025-05-08 16:01:04+00:00
