107,135,136,143,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,timestamp
0,6,87,39,1.28,95.79999999999995,1.157,87,543602377,222663518,2025-07-20 16:15:44+00:00
1,6,87,39,2.35,95.60000000000002,1.194,87,543602401,222663706,2025-07-20 16:15:45+00:00
1,4,90,39,8.43,96.20000000000005,2.734,90,543602599,222664623,2025-07-20 16:15:48+00:00
1,5,91,39,14.7,95.60000000000002,2.948,91,543602565,222665589,2025-07-20 16:15:50+00:00
1,7,93,39,36.05,95.39999999999998,3.284,93,543602595,222668769,2025-07-20 16:15:56+00:00
1,12,94,39,45.96,95.39999999999998,3.21,94,543603170,222670231,2025-07-20 16:16:00+00:00
1,22,94,39,63.1,95.39999999999998,4.413,94,543605069,222670234,2025-07-20 16:16:04+00:00
1,8,89,39,82.93,96.60000000000002,4.731,89,543607165,222670131,2025-07-20 16:16:08+00:00
1,8,89,39,87.8,96.79999999999995,4.768,89,543607692,222670100,2025-07-20 16:16:09+00:00
1,8,89,39,92.95,96.60000000000002,5.085,89,543608256,222669969,2025-07-20 16:16:10+00:00
1,8,89,39,98.26,96.20000000000005,5.085,89,543608797,222669838,2025-07-20 16:16:11+00:00
1,0,86,39,122.92,93.79999999999995,6.466,86,543611517,222669201,2025-07-20 16:16:15+00:00
1,1,85,39,130.5,93.39999999999998,6.783,85,543612297,222668928,2025-07-20 16:16:16+00:00
1,1,81,39,145.34,92.0,6.979,81,543613827,222668341,2025-07-20 16:16:18+00:00
1,1,78,39,182.32,91.60000000000002,6.765,78,543617588,222666853,2025-07-20 16:16:23+00:00
1,1,78,39,189.3,91.20000000000005,6.877,78,543618323,222666581,2025-07-20 16:16:24+00:00
1,7,78,39,213.28,90.0,5.048,78,543620852,222665498,2025-07-20 16:16:28+00:00
1,7,78,39,218.92,89.60000000000002,4.936,78,543621428,222665559,2025-07-20 16:16:29+00:00
1,7,78,39,223.75,89.20000000000005,5.104,78,543621923,222665840,2025-07-20 16:16:30+00:00
1,17,77,39,234.15,88.0,5.188,77,543622811,222666754,2025-07-20 16:16:32+00:00
1,24,80,39,254.62,87.79999999999995,5.057,80,543624437,222668851,2025-07-20 16:16:36+00:00
1,14,86,39,269.95,86.39999999999998,5.449,86,543625743,222670322,2025-07-20 16:16:39+00:00
1,10,89,39,275.02,85.60000000000002,5.225,89,543626158,222670830,2025-07-20 16:16:40+00:00
1,10,90,39,280.49,85.20000000000005,5.197,90,543626615,222671352,2025-07-20 16:16:41+00:00
1,12,94,39,311.88,86.0,5.328,94,543629151,222674424,2025-07-20 16:16:47+00:00
1,8,95,39,316.98,87.0,5.16,95,543629561,222674957,2025-07-20 16:16:48+00:00
1,8,98,39,335.64,89.0,3.947,98,543630997,222676974,2025-07-20 16:16:52+00:00
1,10,99,39,343.23,89.60000000000002,3.546,99,543631578,222677813,2025-07-20 16:16:54+00:00
1,13,100,39,361.71,88.79999999999995,4.04,100,543633248,222679226,2025-07-20 16:16:59+00:00
1,12,101,39,370.98,88.39999999999998,4.889,101,543634001,222680136,2025-07-20 16:17:01+00:00
1,12,101,39,375.59,88.20000000000005,4.815,101,543634268,222680778,2025-07-20 16:17:02+00:00
1,12,101,39,380.05,88.79999999999995,4.647,101,543634362,222681491,2025-07-20 16:17:03+00:00
1,7,99,39,389.19,89.0,4.161,99,543634167,222682840,2025-07-20 16:17:05+00:00
1,2,95,39,396.66,89.39999999999998,3.732,95,543633868,222683886,2025-07-20 16:17:07+00:00
1,3,96,39,413.18,90.39999999999998,4.32,96,543633114,222686179,2025-07-20 16:17:11+00:00
1,3,100,39,431.16,89.60000000000002,4.777,100,543632466,222688744,2025-07-20 16:17:15+00:00
1,1,102,39,445.57,90.20000000000005,5.029,102,543631883,222690801,2025-07-20 16:17:18+00:00
1,3,103,39,487.31,90.39999999999998,5.216,103,543630326,222696740,2025-07-20 16:17:26+00:00
1,2,106,39,503.15,90.0,5.291,106,543629732,222699022,2025-07-20 16:17:29+00:00
1,3,108,39,529.17,91.0,5.216,108,543628386,222702529,2025-07-20 16:17:34+00:00
1,6,105,39,565.67,89.79999999999995,5.057,105,543626266,222707227,2025-07-20 16:17:41+00:00
