135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
130,81,63,54.0,10.0,81,2025-07-23 13:14:01+00:00
130,81,63,54.0,10.0,81,2025-07-23 13:14:02+00:00
130,81,63,54.0,10.0,81,2025-07-23 13:14:03+00:00
130,81,63,54.0,10.0,81,2025-07-23 13:14:04+00:00
136,82,63,57.0,10.0,82,2025-07-23 13:14:05+00:00
136,82,63,57.0,10.0,82,2025-07-23 13:14:06+00:00
136,82,63,57.0,10.0,82,2025-07-23 13:14:07+00:00
136,82,63,57.0,11.0,82,2025-07-23 13:14:08+00:00
136,82,63,57.0,11.0,82,2025-07-23 13:14:09+00:00
88,80,63,65.0,11.0,80,2025-07-23 13:14:10+00:00
86,78,63,65.0,11.0,78,2025-07-23 13:14:11+00:00
83,75,63,65.0,11.0,75,2025-07-23 13:14:12+00:00
74,72,63,65.0,11.0,72,2025-07-23 13:14:13+00:00
66,69,63,65.0,11.0,69,2025-07-23 13:14:14+00:00
65,68,63,68.0,12.0,68,2025-07-23 13:14:15+00:00
68,67,63,68.0,12.0,67,2025-07-23 13:14:16+00:00
70,66,63,68.0,12.0,66,2025-07-23 13:14:17+00:00
70,66,63,68.0,12.0,66,2025-07-23 13:14:18+00:00
70,66,63,68.0,12.0,66,2025-07-23 13:14:19+00:00
78,67,63,62.0,12.0,67,2025-07-23 13:14:20+00:00
75,68,63,62.0,12.0,68,2025-07-23 13:14:21+00:00
68,70,63,62.0,12.0,70,2025-07-23 13:14:22+00:00
62,72,63,62.0,14.0,72,2025-07-23 13:14:23+00:00
62,72,63,62.0,14.0,72,2025-07-23 13:14:24+00:00
64,73,63,55.0,16.0,73,2025-07-23 13:14:25+00:00
64,73,63,55.0,16.0,73,2025-07-23 13:14:26+00:00
74,71,63,55.0,16.0,71,2025-07-23 13:14:27+00:00
60,65,63,55.0,17.0,65,2025-07-23 13:14:28+00:00
36,58,63,55.0,17.0,58,2025-07-23 13:14:29+00:00
16,54,63,51.0,17.0,54,2025-07-23 13:14:30+00:00
7,52,63,51.0,17.0,52,2025-07-23 13:14:31+00:00
4,51,63,51.0,17.0,51,2025-07-23 13:14:32+00:00
2,52,63,51.0,17.0,52,2025-07-23 13:14:33+00:00
1,53,63,51.0,17.0,53,2025-07-23 13:14:34+00:00
1,53,63,33.0,17.0,53,2025-07-23 13:14:35+00:00
1,52,63,33.0,17.0,52,2025-07-23 13:14:36+00:00
1,52,63,33.0,17.0,52,2025-07-23 13:14:37+00:00
1,51,63,33.0,17.0,51,2025-07-23 13:14:38+00:00
1,51,63,33.0,17.0,51,2025-07-23 13:14:39+00:00
1,51,63,23.0,17.0,51,2025-07-23 13:14:40+00:00
0,48,63,23.0,17.0,48,2025-07-23 13:14:41+00:00
0,47,63,23.0,17.0,47,2025-07-23 13:14:42+00:00
0,47,63,23.0,17.0,47,2025-07-23 13:14:43+00:00
0,47,63,23.0,17.0,47,2025-07-23 13:14:44+00:00
0,46,63,23.0,17.0,46,2025-07-23 13:14:45+00:00
0,46,63,23.0,17.0,46,2025-07-23 13:14:46+00:00
0,46,63,23.0,17.0,46,2025-07-23 13:14:47+00:00
0,46,63,23.0,17.0,46,2025-07-23 13:14:48+00:00
