107,135,136,143,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,timestamp
0,76,79,76,0,0.0,1.4,75.60000000000002,0.0,0.0,79,543597277,222657183,2025-04-29 15:10:11+00:00
1,85,78,76,0,0.0,7.5,80.0,1.819,0.0,78,543597710,222656233,2025-04-29 15:10:16+00:00
1,79,81,76,0,0.0,10.62,81.60000000000002,1.306,0.0,81,543597727,222655694,2025-04-29 15:10:19+00:00
1,52,85,76,0,2.31,15.55,83.79999999999995,1.25,0.0,85,543597598,222654962,2025-04-29 15:10:22+00:00
1,22,88,76,63,0.03,20.03,83.0,1.465,0.0,88,543597404,222654315,2025-04-29 15:10:25+00:00
1,18,89,76,63,0.03,25.78,82.0,1.596,0.0,89,543597172,222653614,2025-04-29 15:10:28+00:00
1,24,90,76,66,0.0,35.07,81.60000000000002,1.717,0.0,90,543597202,222652294,2025-04-29 15:10:34+00:00
1,35,91,76,61,0.0,41.6,82.20000000000005,1.577,0.5,91,543597011,222651433,2025-04-29 15:10:40+00:00
1,58,91,76,60,8.74,46.34,85.60000000000002,1.12,0.0,91,543597230,222650521,2025-04-29 15:10:46+00:00
1,70,91,76,57,12.38,53.64,88.20000000000005,0.998,0.5,91,543597247,222649260,2025-04-29 15:10:54+00:00
1,71,90,76,57,17.78,55.43,88.39999999999998,0.989,0.5,90,543597374,222648952,2025-04-29 15:10:55+00:00
1,52,87,75,55,3.85,60.65,90.79999999999995,1.316,0.5,87,543597483,222648035,2025-04-29 15:11:00+00:00
1,37,85,75,57,655.2,73.08,90.39999999999998,2.043,0.5,85,543597441,222646185,2025-04-29 15:11:05+00:00
1,25,87,75,65,28.64,82.92,90.79999999999995,1.586,0.5,87,543597346,222644741,2025-04-29 15:11:11+00:00
1,37,87,75,64,7.58,90.13,90.0,1.306,0.0,87,543597240,222643578,2025-04-29 15:11:17+00:00
1,38,87,75,61,653.57,100.52,91.20000000000005,1.316,0.0,87,543597068,222641993,2025-04-29 15:11:25+00:00
1,47,86,75,63,0.0,113.78,90.79999999999995,1.334,0.0,86,543596839,222639998,2025-04-29 15:11:34+00:00
1,7,87,75,63,30.52,126.44,90.0,1.39,0.0,87,543596731,222638061,2025-04-29 15:11:43+00:00
1,12,86,75,0,0.0,135.38,91.39999999999998,1.372,0.0,86,543596609,222636715,2025-04-29 15:11:51+00:00
1,9,87,75,0,655.34,135.81,91.39999999999998,0.0,0.0,87,543596600,222636651,2025-04-29 15:11:58+00:00
1,1,84,75,0,0.0,138.65,91.39999999999998,0.0,0.0,84,543596632,222636172,2025-04-29 15:12:03+00:00
1,1,82,75,0,0.0,140.37,91.39999999999998,0.383,0.0,82,543596663,222635923,2025-04-29 15:12:04+00:00
1,2,81,75,62,20.97,153.24,92.20000000000005,1.26,0.0,81,543596482,222634037,2025-04-29 15:12:13+00:00
1,1,84,75,62,28.04,157.52,92.20000000000005,1.325,0.5,84,543596410,222633329,2025-04-29 15:12:16+00:00
1,2,86,75,62,655.24,165.97,93.60000000000002,1.484,0.5,86,543596132,222632155,2025-04-29 15:12:22+00:00
1,1,85,75,64,655.24,176.25,94.20000000000005,1.418,0.0,85,543595957,222630675,2025-04-29 15:12:29+00:00
1,5,86,75,63,655.28,188.37,93.0,1.372,0.0,86,543595923,222628814,2025-04-29 15:12:38+00:00
